Timestamp (ms),Ch0 (uV),Ch1 (uV),Ch2 (uV),Ch3 (uV),Ch4 (uV),Ch5 (uV),Ch6 (uV),Ch7 (uV),Ch8 (uV),Ch9 (uV),Ch10 (uV),Ch11 (uV)
998047,-115411,-108355,39360,315299,165199,-115693,226073,-119981,-115745,66554,232794,39124
998048,-115411,-108338,39348,315389,165281,-115616,226135,-119967,-115671,66561,232848,39114
998049,-115335,-108321,39322,315453,165359,-115560,226231,-119948,-115609,66517,232845,39091
998050,-115308,-108306,39324,315563,165343,-115542,226294,-119939,-115595,66571,232825,39089
998051,-115290,-108267,39376,315659,165339,-115522,226366,-119921,-115579,66611,232676,39139
998052,-115242,-108260,39373,315642,165336,-115538,226421,-119896,-115593,66630,232652,39135
998053,-115202,-108261,39342,315682,165305,-115587,226439,-119908,-115640,66676,232594,39106
998054,-115246,-108250,39318,315706,165275,-115620,226410,-119936,-115674,66671,232548,39081
998055,-115286,-108280,39293,315635,165185,-115661,226345,-119963,-115715,66622,232695,39055
998056,-115305,-108273,39303,315505,165065,-115670,226298,-119957,-115724,66633,232628,39069
998057,-115317,-108292,39333,315344,164999,-115697,226265,-119956,-115750,66716,232613,39096
998058,-115341,-108322,39281,315237,164979,-115679,226204,-119971,-115733,66666,232671,39045
998059,-115391,-108339,39269,315188,164972,-115630,226181,-119986,-115680,66642,232608,39037
998060,-115426,-108344,39259,315120,164988,-115576,226175,-119960,-115628,66658,232501,39023
998061,-115431,-108357,39249,315129,164979,-115613,226156,-119980,-115669,66700,232450,39013
998062,-115419,-108365,39240,315141,165010,-115646,226147,-119995,-115700,66691,232515,39006
998063,-115380,-108366,39241,315212,165038,-115626,226160,-120000,-115678,66694,232535,39007
998064,-115374,-108352,39225,315195,165067,-115566,226155,-119954,-115620,66720,232567,38992
998065,-115346,-108323,39245,315197,165085,-115565,226140,-119928,-115619,66742,232691,39009
998066,-115332,-108312,39218,315254,165082,-115559,226222,-119904,-115612,66779,232747,38983
998067,-115310,-108285,39263,315266,165079,-115572,226328,-119875,-115625,66830,232690,39027
998068,-115252,-108257,39281,315313,165168,-115565,226388,-119861,-115616,66857,232682,39045
998069,-115180,-108219,39315,315431,165120,-115546,226417,-119799,-115603,66805,232726,39079
998070,-115171,-108184,39360,315473,165199,-115588,226478,-119756,-115641,66815,232692,39125
998071,-115152,-108190,39383,315419,165236,-115602,226525,-119720,-115657,66838,232816,39145
998072,-115114,-108172,39433,315404,165209,-115564,226514,-119691,-115618,66744,232870,39198
998073,-115078,-108163,39442,315458,165108,-115504,226496,-119683,-115557,66703,232808,39209
998074,-115113,-108175,39394,315510,165122,-115486,226428,-119767,-115538,66750,232796,39157
998075,-115208,-108211,39326,315508,165218,-115544,226381,-119853,-115599,66751,232808,39088
998076,-115252,-108239,39325,315517,165253,-115592,226314,-119923,-115644,66745,232712,39091
998077,-115266,-108254,39290,315527,165277,-115585,226308,-119934,-115640,66804,232422,39053
998078,-115295,-108277,39282,315496,165232,-115579,226318,-119926,-115635,66856,232197,39047
998079,-115324,-108281,39287,315495,165174,-115593,226238,-119949,-115645,66818,232257,39054
998080,-115352,-108304,39267,315523,165057,-115642,226171,-119979,-115696,66732,232531,39029
998081,-115302,-108332,39260,315473,164945,-115626,226130,-119954,-115681,66696,232601,39027
998082,-115261,-108323,39263,315368,164993,-115608,226047,-119915,-115659,66678,232659,39027
998083,-115230,-108296,39292,315363,165017,-115563,225972,-119876,-115613,66694,232686,39055
998084,-115198,-108261,39309,315395,165066,-115548,225948,-119867,-115603,66753,232604,39073
998085,-115209,-108254,39294,315337,165180,-115520,226061,-119847,-115575,66816,232630,39060
998086,-115204,-108222,39300,315412,165223,-115531,226150,-119854,-115584,66804,232716,39063
998087,-115153,-108193,39357,315482,165137,-115512,226255,-119829,-115565,66821,232679,39122
998088,-115100,-108149,39447,315499,165111,-115463,226380,-119776,-115513,66861,232561,39213
998089,-115057,-108119,39517,315485,165141,-115442,226461,-119766,-115494,66890,232603,39282
998090,-115073,-108121,39522,315520,165192,-115434,226523,-119769,-115486,66872,232836,39286
998091,-115075,-108104,39487,315527,165192,-115444,226675,-119770,-115496,66887,232937,39249
998092,-115094,-108110,39502,315542,165238,-115485,226747,-119799,-115540,66957,232923,39266
998093,-115105,-108116,39497,315620,165321,-115522,226696,-119833,-115573,66953,232942,39262
998094,-115106,-108122,39411,315644,165358,-115541,226639,-119846,-115596,66844,232940,39176
998095,-115133,-108121,39375,315597,165292,-115542,226559,-119870,-115596,66832,232956,39139
998096,-115153,-108118,39386,315486,165187,-115546,226483,-119876,-115595,66860,232868,39149
998097,-115184,-108126,39429,315461,165148,-115552,226400,-119906,-115606,66804,232834,39194
998098,-115252,-108131,39452,315418,165117,-115562,226331,-119920,-115616,66760,232840,39218
998099,-115263,-108143,39474,315448,165186,-115583,226268,-119922,-115634,66758,232626,39240
998100,-115276,-108138,39479,315527,165169,-115565,226248,-119906,-115618,66773,232360,39242
998101,-115261,-108124,39521,315590,165011,-115612,226279,-119923,-115665,66722,232345,39283
998102,-115274,-108144,39424,315546,165059,-115606,226292,-119919,-115657,66703,232445,39187
998103,-115275,-108168,39341,315451,165313,-115584,226332,-119904,-115634,66745,232436,39104
998104,-115244,-108137,39377,315436,165414,-115531,226351,-119872,-115586,66802,232294,39142
998105,-115234,-108118,39514,315446,165462,-115540,226333,-119852,-115594,66733,232412,39279
998106,-115199,-108081,39609,315501,165428,-115561,226339,-119839,-115613,66599,232662,39376
998107,-115165,-108053,39648,315575,165457,-115562,226378,-119814,-115616,66592,232659,39414
998108,-115156,-108047,39667,315660,165560,-115516,226430,-119774,-115570,66677,232623,39430
998109,-115125,-108012,39692,315741,165594,-115452,226438,-119761,-115506,66733,232675,39457
998110,-115097,-107987,39714,315793,165414,-115401,226503,-119743,-115455,66810,232802,39479
998111,-115096,-107963,39697,315825,165333,-115357,226557,-119740,-115408,66891,232984,39466
998112,-115106,-107947,39764,315808,165246,-115391,226587,-119748,-115443,66936,233101,39528
998113,-115115,-107958,39767,315845,165258,-115444,226572,-119762,-115497,66965,233095,39532
998114,-115122,-107968,39760,315819,165305,-115475,226564,-119755,-115532,66843,233109,39522
998115,-115137,-107979,39697,315760,165355,-115545,226497,-119783,-115598,66853,233102,39459
998116,-115146,-108000,39667,315704,165348,-115524,226434,-119799,-115576,66890,233022,39430
998117,-115097,-107994,39697,315752,165330,-115463,226344,-119804,-115516,66925,232850,39463
998118,-115126,-107996,39688,315806,165286,-115414,226256,-119811,-115469,66970,232745,39451
998119,-115136,-107997,39700,315876,165244,-115422,226231,-119814,-115476,66978,232659,39463
998120,-115127,-108007,39655,315840,165242,-115473,226264,-119797,-115531,66959,232667,39420
998121,-115110,-108016,39596,315753,165244,-115495,226292,-119748,-115546,66841,232772,39359
998122,-115096,-108007,39564,315772,165199,-115485,226354,-119709,-115537,66701,232855,39331
998123,-115093,-107994,39513,315754,165191,-115447,226417,-119707,-115499,66711,232942,39277
998124,-115063,-107975,39486,315716,165249,-115434,226497,-119728,-115488,66792,232913,39249
998125,-115022,-107951,39568,315820,165310,-115436,226499,-119740,-115491,66894,232700,39335
998126,-115010,-107938,39644,315864,165390,-115364,226485,-119748,-115418,66984,232602,39410
998127,-114998,-107952,39713,315791,165477,-115364,226480,-119777,-115417,66995,232738,39477
998128,-115013,-107945,39742,315787,165546,-115345,226485,-119752,-115402,67072,232839,39505
998129,-114993,-107948,39739,315783,165463,-115313,226486,-119698,-115368,67183,232971,39501
998130,-114962,-107930,39725,315778,165433,-115274,226507,-119661,-115329,67231,233044,39488
998131,-114942,-107907,39730,315787,165484,-115278,226477,-119630,-115332,67269,233058,39491
998132,-114949,-107914,39729,315789,165547,-115287,226452,-119614,-115340,67221,233091,39492
998133,-114947,-107922,39749,315811,165528,-115313,226466,-119638,-115364,67122,233051,39511
998134,-114969,-107932,39731,315784,165486,-115317,226481,-119628,-115367,67089,232922,39492
998135,-115020,-107978,39691,315787,165541,-115386,226441,-119684,-115439,67044,232819,39456
998136,-115065,-108003,39632,315796,165524,-115438,226373,-119688,-115493,67009,232732,39396
998137,-115106,-107996,39613,315833,165431,-115469,226305,-119695,-115523,66947,232670,39379
998138,-115162,-108026,39585,315725,165274,-115486,226322,-119708,-115540,66923,232685,39350
998139,-115198,-108022,39606,315577,165214,-115596,226306,-119704,-115648,66893,232762,39370
998140,-115212,-108048,39584,315481,165293,-115664,226200,-119744,-115716,66813,232884,39349
998141,-115197,-108066,39559,315374,165296,-115609,226220,-119749,-115661,66772,232785,39324
998142,-115207,-108069,39564,315453,165221,-115554,226219,-119742,-115609,66723,232715,39330
998143,-115219,-108078,39584,315459,165236,-115498,226247,-119776,-115552,66746,232731,39350
998144,-115217,-108057,39588,315426,165226,-115394,226267,-119779,-115447,66788,232737,39352
998145,-115170,-108044,39568,315417,165336,-115335,226267,-119767,-115386,66763,232694,39337
998146,-115140,-108023,39574,315458,165371,-115284,226298,-119748,-115336,66807,232640,39338
998147,-115162,-107991,39553,315522,165285,-115250,226390,-119715,-115302,66918,232542,39317
998148,-115152,-107956,39513,315597,165227,-115246,226521,-119661,-115299,66979,232516,39277
998149,-115107,-107943,39495,315618,165223,-115265,226654,-119677,-115316,66990,232592,39261
998150,-115103,-107952,39485,315532,165278,-115245,226733,-119688,-115299,67037,232714,39249
998151,-115079,-107941,39461,315620,165330,-115244,226697,-119721,-115295,66980,232817,39225
998152,-115105,-107944,39478,315653,165302,-115265,226647,-119739,-115315,66930,233030,39241
998153,-115148,-107965,39455,315692,165308,-115306,226585,-119773,-115358,66897,233129,39219
998154,-115171,-108019,39420,315681,165305,-115330,226534,-119787,-115383,66854,233138,39184
998155,-115191,-108066,39373,315683,165293,-115345,226474,-119817,-115399,66829,233054,39142
998156,-115214,-108069,39370,315629,165287,-115412,226409,-119856,-115464,66782,232933,39136
998157,-115224,-108093,39405,315613,165320,-115477,226317,-119864,-115531,66754,232808,39171
998158,-115252,-108124,39437,315515,165280,-115521,226227,-119862,-115575,66728,232814,39201
998159,-115281,-108150,39477,315499,165280,-115546,226109,-119878,-115599,66665,232802,39243
998160,-115306,-108180,39432,315486,165174,-115514,226098,-119872,-115565,66696,232752,39197
998161,-115314,-108194,39335,315495,165104,-115501,226137,-119846,-115555,66742,232625,39100
998162,-115298,-108200,39325,315414,165064,-115486,226233,-119843,-115541,66843,232465,39089
998163,-115260,-108177,39312,315352,164969,-115453,226297,-119830,-115507,66949,232452,39077
998164,-115247,-108167,39297,315412,164871,-115472,226314,-119830,-115526,66896,232663,39063
998165,-115225,-108166,39317,315408,164893,-115495,226324,-119811,-115550,66815,232891,39080
998166,-115186,-108153,39317,315447,164924,-115467,226376,-119755,-115525,66729,232899,39081
998167,-115177,-108146,39352,315382,164957,-115407,226443,-119724,-115461,66794,232830,39114
998168,-115162,-108138,39398,315387,165018,-115343,226463,-119712,-115395,66857,232837,39162
998169,-115147,-108132,39448,315435,165048,-115281,226526,-119695,-115333,66905,232778,39215
998170,-115119,-108118,39457,315503,165128,-115312,226565,-119719,-115368,66934,232830,39217
998171,-115123,-108101,39374,315564,165320,-115351,226568,-119744,-115402,66968,232895,39137
998172,-115107,-108084,39299,315574,165442,-115370,226569,-119744,-115424,66959,232850,39064
998173,-115119,-108089,39336,315480,165463,-115401,226544,-119761,-115452,67009,232765,39100
998174,-115151,-108101,39364,315346,165435,-115407,226502,-119779,-115463,66971,232756,39127
998175,-115146,-108115,39376,315352,165330,-115427,226334,-119804,-115478,66935,232738,39143
998176,-115176,-108151,39411,315440,165164,-115450,226249,-119826,-115501,66887,232659,39175
998177,-115214,-108188,39370,315584,165025,-115490,226272,-119805,-115541,66868,232520,39135
998178,-115270,-108214,39291,315607,165048,-115617,226304,-119778,-115668,66798,232430,39058
998179,-115290,-108224,39199,315566,165141,-115723,226333,-119802,-115774,66660,232495,38968
998180,-115295,-108247,39145,315496,165172,-115729,226331,-119828,-115782,66626,232566,38911
998181,-115320,-108270,39123,315395,165078,-115613,226328,-119838,-115668,66665,232529,38887
998182,-115326,-108273,39193,315358,165039,-115482,226307,-119822,-115536,66637,232406,38955
998183,-115296,-108245,39311,315325,165005,-115401,226289,-119826,-115451,66608,232362,39075
998184,-115280,-108224,39353,315380,164961,-115393,226327,-119847,-115445,66606,232358,39117
998185,-115238,-108206,39338,315396,164916,-115404,226358,-119829,-115457,66635,232476,39101
998186,-115224,-108184,39314,315410,165014,-115408,226433,-119772,-115462,66681,232390,39080
998187,-115217,-108194,39296,315412,165030,-115391,226457,-119756,-115445,66644,232570,39057
998188,-115233,-108200,39262,315429,165113,-115386,226467,-119731,-115441,66630,232886,39029
998189,-115196,-108168,39296,315524,165229,-115419,226504,-119743,-115473,66641,232896,39060
998190,-115147,-108142,39331,315618,165271,-115435,226542,-119727,-115488,66735,232743,39094
998191,-115113,-108153,39340,315593,165390,-115413,226590,-119699,-115463,66791,232586,39103
998192,-115111,-108157,39383,315550,165411,-115413,226538,-119709,-115466,66856,232698,39148
998193,-115144,-108194,39403,315527,165349,-115430,226388,-119757,-115486,66905,232931,39167
998194,-115186,-108220,39395,315485,165274,-115429,226296,-119755,-115481,66952,232962,39165
998195,-115228,-108217,39378,315482,165197,-115426,226297,-119755,-115476,66988,232706,39146
998196,-115255,-108240,39321,315464,165102,-115467,226269,-119773,-115517,66955,232670,39088
998197,-115251,-108261,39281,315458,165051,-115483,226234,-119771,-115535,66825,232692,39049
998198,-115246,-108240,39291,315425,165085,-115515,226257,-119752,-115567,66718,232432,39057
998199,-115251,-108242,39289,315308,165073,-115547,226318,-119756,-115605,66611,232350,39054
998200,-115275,-108257,39272,315251,164973,-115571,226287,-119777,-115624,66607,232428,39036
998201,-115280,-108283,39243,315288,164998,-115575,226157,-119768,-115627,66549,232526,39008
998202,-115328,-108276,39212,315314,165047,-115584,226104,-119768,-115636,66575,232566,38976
998203,-115311,-108256,39177,315308,165015,-115537,226109,-119785,-115594,66654,232603,38943
998204,-115305,-108218,39175,315312,164927,-115497,226113,-119808,-115549,66699,232740,38940
998205,-115283,-108213,39135,315246,164911,-115475,226224,-119785,-115529,66787,232805,38900
998206,-115247,-108199,39156,315223,165006,-115427,226280,-119827,-115482,66854,232852,38921
998207,-115225,-108176,39189,315181,165101,-115434,226373,-119838,-115486,66866,232831,38955
998208,-115187,-108162,39252,315282,165137,-115412,226450,-119789,-115464,66899,232768,39016
998209,-115153,-108128,39312,315398,165087,-115388,226549,-119748,-115444,66865,232746,39076
998210,-115107,-108107,39376,315461,165054,-115391,226613,-119725,-115444,66816,232822,39138
998211,-115048,-108088,39421,315396,164969,-115401,226680,-119674,-115451,66879,232856,39185
998212,-115026,-108054,39460,315418,164851,-115425,226777,-119686,-115476,66804,232862,39225
998213,-115048,-108078,39441,315439,164909,-115483,226768,-119704,-115537,66826,232852,39205
998214,-115113,-108109,39343,315422,165097,-115543,226646,-119750,-115592,66917,232822,39111
998215,-115150,-108100,39232,315378,165195,-115520,226520,-119777,-115570,66846,232791,38998
998216,-115154,-108098,39173,315339,165071,-115463,226429,-119758,-115516,66807,232668,38939
998217,-115154,-108117,39154,315299,165051,-115444,226376,-119760,-115497,66777,232577,38919
998218,-115243,-108160,39142,315222,165134,-115471,226346,-119773,-115525,66753,232567,38906
998219,-115283,-108206,39137,315129,165243,-115571,226324,-119748,-115627,66714,232577,38903
998220,-115323,-108245,39205,315198,165168,-115610,226351,-119761,-115665,66682,232528,38971
998221,-115360,-108283,39193,315294,165087,-115642,226313,-119783,-115694,66682,232548,38958
998222,-115332,-108280,39205,315390,165057,-115639,226262,-119778,-115690,66671,232515,38967
998223,-115300,-108278,39207,315455,165101,-115651,226259,-119766,-115706,66682,232552,38970
998224,-115290,-108274,39193,315496,165216,-115633,226310,-119771,-115687,66714,232486,38955
998225,-115261,-108243,39187,315549,165237,-115593,226355,-119752,-115648,66719,232463,38951
998226,-115218,-108217,39223,315572,165231,-115522,226362,-119726,-115578,66699,232517,38986
998227,-115199,-108206,39294,315542,165173,-115478,226388,-119704,-115528,66757,232471,39058
998228,-115172,-108169,39361,315527,165185,-115419,226424,-119695,-115472,66819,232527,39123
998229,-115129,-108145,39395,315539,165182,-115419,226460,-119698,-115472,66818,232703,39162
998230,-115115,-108138,39415,315606,165208,-115439,226445,-119709,-115491,66820,232895,39181
998231,-115109,-108131,39390,315541,165287,-115419,226514,-119711,-115470,66892,232979,39156
998232,-115087,-108130,39347,315508,165396,-115420,226551,-119721,-115469,66926,232951,39114
998233,-115113,-108127,39333,315510,165347,-115406,226562,-119703,-115458,66938,232896,39098
998234,-115129,-108129,39325,315517,165237,-115404,226543,-119712,-115456,66863,232909,39091
998235,-115172,-108144,39341,315448,165109,-115420,226526,-119720,-115472,66849,232881,39105
998236,-115202,-108180,39343,315411,165002,-115449,226458,-119722,-115501,66810,232844,39111
998237,-115230,-108202,39317,315366,164975,-115456,226430,-119734,-115507,66733,232852,39082
998238,-115271,-108215,39306,315357,164911,-115485,226354,-119760,-115539,66714,232809,39070
998239,-115289,-108211,39301,315371,164830,-115502,226274,-119764,-115555,66756,232713,39066
998240,-115323,-108216,39265,315368,164872,-115510,226229,-119785,-115564,66745,232654,39032
998241,-115329,-108210,39225,315333,164986,-115502,226196,-119792,-115556,66747,232543,38989
998242,-115290,-108200,39276,315271,165021,-115479,226217,-119780,-115531,66732,232412,39042
998243,-115323,-108150,39353,315241,165019,-115488,226259,-119769,-115543,66727,232383,39117
998244,-115337,-108121,39381,315264,165027,-115544,226303,-119768,-115597,66682,232467,39147
998245,-115286,-108105,39411,315307,165135,-115560,226308,-119773,-115615,66676,232464,39172
998246,-115221,-108076,39383,315331,165131,-115532,226312,-119724,-115586,66743,232481,39151
998247,-115168,-108052,39393,315372,165187,-115494,226323,-119704,-115551,66713,232461,39152
998248,-115129,-108020,39432,315527,165190,-115436,226328,-119683,-115489,66645,232486,39196
998249,-115129,-108008,39437,315659,165201,-115382,226297,-119682,-115435,66618,232596,39203
998250,-115134,-108003,39435,315743,165215,-115356,226329,-119654,-115413,66573,232723,39200
998251,-115164,-108010,39507,315793,165144,-115376,226433,-119656,-115428,66592,232836,39271
998252,-115221,-108041,39531,315774,165255,-115454,226480,-119691,-115509,66620,232961,39293
998253,-115223,-108069,39542,315741,165333,-115498,226453,-119724,-115553,66666,232892,39307
998254,-115193,-108070,39535,315705,165230,-115494,226438,-119721,-115548,66765,232640,39302
998255,-115159,-108065,39519,315653,165095,-115462,226405,-119724,-115517,66854,232275,39281
998256,-115174,-108065,39542,315559,165090,-115486,226322,-119768,-115540,66771,232209,39306
998257,-115175,-108070,39507,315488,165068,-115540,226260,-119792,-115590,66670,232273,39272
998258,-115213,-108092,39430,315340,164995,-115541,226244,-119763,-115597,66725,232200,39196
998259,-115262,-108107,39387,315343,164851,-115595,226213,-119747,-115647,66718,232270,39149
998260,-115291,-108132,39336,315437,164760,-115695,226059,-119799,-115745,66695,232577,39102
998261,-115385,-108174,39311,315392,164831,-115743,225908,-119892,-115799,66702,232894,39076
998262,-115397,-108191,39291,315302,164829,-115713,225940,-119847,-115766,66663,232908,39055
998263,-115364,-108183,39263,315279,164875,-115628,226030,-119818,-115681,66593,232790,39027
998264,-115349,-108168,39268,315314,164960,-115600,226089,-119826,-115654,66581,232677,39032
998265,-115318,-108148,39331,315379,164964,-115641,226221,-119823,-115695,66545,232645,39098
998266,-115249,-108121,39447,315477,165043,-115627,226207,-119819,-115679,66461,232577,39214
998267,-115205,-108140,39475,315361,165156,-115587,226136,-119804,-115640,66481,232675,39239
998268,-115218,-108124,39409,315353,165198,-115494,226210,-119774,-115547,66550,232814,39175
998269,-115275,-108137,39319,315361,165281,-115447,226340,-119744,-115500,66623,232929,39085
998270,-115272,-108130,39325,315359,165343,-115447,226317,-119770,-115500,66797,232996,39091
998271,-115212,-108112,39321,315422,165238,-115450,226340,-119733,-115503,66865,232958,39083
998272,-115205,-108112,39283,315515,165260,-115475,226414,-119723,-115526,66857,232861,39047
998273,-115224,-108121,39324,315494,165368,-115540,226433,-119734,-115593,66900,232669,39090
998274,-115272,-108125,39402,315457,165374,-115580,226397,-119737,-115634,66877,232515,39167
998275,-115317,-108128,39421,315502,165296,-115622,226374,-119774,-115671,66770,232466,39184
998276,-115342,-108159,39458,315488,165151,-115607,226340,-119822,-115661,66720,232369,39224
998277,-115369,-108160,39501,315488,165007,-115585,226274,-119851,-115637,66677,232326,39265
998278,-115396,-108175,39427,315486,164859,-115570,226235,-119906,-115624,66670,232331,39193
998279,-115473,-108216,39291,315417,164802,-115550,226221,-119905,-115602,66667,232479,39060
998280,-115504,-108252,39216,315375,164929,-115588,226205,-119941,-115638,66564,232570,38978
998281,-115514,-108270,39219,315375,164966,-115616,226210,-119970,-115668,66541,232453,38987
998282,-115503,-108281,39240,315331,164948,-115610,226258,-119945,-115664,66603,232303,39007
998283,-115492,-108276,39277,315346,165027,-115596,226207,-119935,-115649,66638,232275,39039
998284,-115488,-108280,39280,315331,164967,-115577,226169,-119931,-115628,66638,232478,39046
998285,-115450,-108269,39263,315294,165011,-115540,226151,-119894,-115593,66621,232611,39028
998286,-115403,-108263,39272,315331,165104,-115556,226169,-119867,-115608,66614,232648,39041
998287,-115373,-108264,39302,315365,165057,-115583,226238,-119832,-115636,66624,232647,39068
998288,-115298,-108225,39352,315424,165058,-115645,226294,-119778,-115694,66675,232629,39116
998289,-115249,-108205,39374,315457,165112,-115656,226320,-119757,-115709,66656,232685,39140
998290,-115231,-108201,39379,315454,165112,-115626,226379,-119757,-115680,66687,232738,39144
998291,-115207,-108163,39380,315515,164898,-115541,226410,-119724,-115593,66788,232740,39145
998292,-115159,-108130,39273,315449,164809,-115486,226485,-119696,-115539,66819,232713,39041
998293,-115173,-108136,39208,315436,164783,-115499,226509,-119738,-115551,66803,232769,38972
998294,-115146,-108147,39194,315393,164592,-115475,226479,-119736,-115528,66789,232684,38959
998295,-115155,-108179,39218,315355,164554,-115498,226429,-119737,-115550,66676,232558,38982
998296,-115208,-108242,39231,315172,164608,-115509,226373,-119750,-115565,66612,232583,38993
998297,-115271,-108270,39193,315091,164515,-115502,226278,-119782,-115553,66676,232676,38958
998298,-115360,-108304,39137,315015,164580,-115517,226176,-119818,-115573,66697,232661,38903
