Timestamp (ms),Ch0 (uV),Ch1 (uV),Ch2 (uV),Ch3 (uV),Ch4 (uV),Ch5 (uV),Ch6 (uV),Ch7 (uV),Ch8 (uV),Ch9 (uV),Ch10 (uV),Ch11 (uV)
1004307,-114737,-108631,37922,314390,165585,-114146,226705,-118475,-114198,68016,232762,37689
1004308,-114695,-108591,37889,314344,165606,-114098,226793,-118418,-114153,68032,232791,37654
1004309,-114656,-108570,37906,314366,165716,-114090,226827,-118415,-114144,68037,232830,37670
1004310,-114663,-108538,37965,314461,165770,-114098,226791,-118431,-114151,68045,232831,37729
1004311,-114711,-108562,38021,314514,165746,-114107,226820,-118439,-114161,68093,232799,37785
1004312,-114753,-108583,38084,314555,165744,-114130,226892,-118485,-114180,68131,232574,37850
1004313,-114769,-108609,38075,314560,165764,-114155,226911,-118491,-114210,68128,232448,37836
1004314,-114781,-108647,38042,314519,165768,-114215,226834,-118544,-114268,68091,232421,37807
1004315,-114801,-108658,37993,314468,165687,-114243,226767,-118582,-114293,68024,232466,37758
1004316,-114806,-108671,37987,314427,165564,-114231,226765,-118582,-114284,67988,232477,37753
1004317,-114842,-108674,37972,314310,165489,-114223,226752,-118589,-114277,67880,232525,37738
1004318,-114839,-108694,37958,314284,165511,-114232,226637,-118598,-114287,67821,232538,37723
1004319,-114877,-108703,37946,314289,165530,-114271,226541,-118622,-114325,67798,232585,37710
1004320,-114884,-108693,37939,314344,165479,-114365,226559,-118612,-114420,67816,232501,37705
1004321,-114877,-108694,37919,314329,165472,-114375,226601,-118612,-114429,67794,232521,37689
1004322,-114879,-108706,37950,314301,165516,-114399,226640,-118600,-114450,67743,232629,37717
1004323,-114855,-108708,37973,314300,165539,-114347,226681,-118610,-114400,67732,232641,37741
1004324,-114852,-108705,37976,314294,165600,-114285,226718,-118615,-114339,67797,232667,37741
1004325,-114828,-108674,37996,314278,165679,-114216,226740,-118618,-114267,67881,232716,37762
1004326,-114825,-108668,37993,314255,165737,-114193,226726,-118606,-114242,67971,232707,37761
1004327,-114756,-108618,38028,314359,165765,-114164,226761,-118551,-114216,68059,232568,37793
1004328,-114713,-108574,38058,314495,165788,-114176,226749,-118561,-114228,68044,232581,37822
1004329,-114665,-108561,38091,314626,165645,-114156,226779,-118535,-114210,68044,232688,37856
1004330,-114662,-108551,38098,314629,165550,-114098,226805,-118495,-114154,68075,232759,37865
1004331,-114693,-108562,38081,314555,165655,-114123,226755,-118508,-114180,68050,233004,37844
1004332,-114734,-108584,38051,314509,165695,-114161,226753,-118549,-114216,67992,233144,37816
1004333,-114796,-108609,38037,314483,165698,-114184,226736,-118569,-114237,67986,233153,37804
1004334,-114832,-108628,38041,314405,165655,-114200,226655,-118586,-114251,67995,233067,37804
1004335,-114837,-108643,38058,314397,165628,-114227,226573,-118621,-114280,67929,232939,37821
1004336,-114823,-108625,38071,314358,165526,-114269,226607,-118668,-114322,67911,232840,37835
1004337,-114853,-108641,38058,314285,165492,-114296,226532,-118690,-114349,67887,232776,37823
1004338,-114889,-108662,38046,314298,165575,-114352,226479,-118697,-114405,67849,232715,37814
1004339,-114914,-108676,38005,314263,165582,-114371,226400,-118696,-114425,67828,232737,37770
1004340,-114941,-108676,37963,314229,165607,-114343,226392,-118663,-114394,67809,232726,37732
1004341,-114999,-108674,37932,314288,165573,-114304,226472,-118647,-114359,67793,232675,37698
1004342,-115001,-108656,37930,314340,165547,-114279,226532,-118619,-114334,67822,232579,37692
1004343,-114945,-108639,37933,314372,165566,-114275,226569,-118605,-114329,67849,232510,37697
1004344,-114898,-108627,37987,314444,165590,-114257,226587,-118599,-114308,67857,232486,37754
1004345,-114860,-108625,38023,314468,165684,-114268,226663,-118618,-114321,67884,232480,37788
1004346,-114844,-108611,38080,314542,165729,-114294,226680,-118647,-114346,67877,232501,37843
1004347,-114774,-108593,38143,314623,165789,-114303,226728,-118626,-114358,67909,232523,37907
1004348,-114738,-108578,38178,314613,165816,-114271,226801,-118606,-114323,67892,232549,37941
1004349,-114703,-108557,38207,314571,165818,-114217,226849,-118565,-114272,67887,232598,37971
1004350,-114668,-108534,38212,314541,165798,-114188,226895,-118533,-114240,67875,232620,37976
1004351,-114641,-108541,38195,314522,165791,-114201,226935,-118511,-114254,67892,232594,37959
1004352,-114645,-108541,38188,314586,165786,-114237,226929,-118519,-114290,67854,232518,37952
1004353,-114682,-108557,38160,314559,165796,-114272,226864,-118565,-114325,67861,232501,37924
1004354,-114722,-108579,38139,314444,165784,-114252,226805,-118573,-114305,67821,232445,37902
1004355,-114759,-108578,38119,314363,165748,-114248,226776,-118583,-114303,67798,232279,37886
1004356,-114786,-108591,38066,314351,165703,-114250,226733,-118605,-114302,67785,232268,37834
1004357,-114799,-108600,37991,314329,165613,-114262,226598,-118632,-114315,67755,232321,37757
1004358,-114814,-108622,37962,314303,165537,-114274,226439,-118626,-114325,67771,232452,37730
1004359,-114851,-108631,37911,314269,165539,-114296,226359,-118634,-114350,67746,232621,37675
1004360,-114895,-108618,37850,314243,165390,-114296,226342,-118621,-114349,67802,232726,37617
1004361,-114907,-108618,37828,314271,165189,-114268,226428,-118594,-114322,67883,232760,37593
1004362,-114885,-108636,37866,314275,165184,-114249,226438,-118578,-114303,67942,232782,37633
1004363,-114915,-108652,37913,314230,165338,-114238,226435,-118543,-114290,67955,232800,37679
1004364,-114903,-108650,37919,314246,165411,-114246,226603,-118536,-114299,67947,232755,37686
1004365,-114828,-108639,37933,314235,165433,-114249,226699,-118519,-114303,67943,232807,37698
1004366,-114787,-108639,37974,314258,165585,-114229,226702,-118497,-114283,67955,232680,37739
1004367,-114750,-108609,38036,314385,165658,-114217,226762,-118477,-114268,67969,232575,37801
1004368,-114712,-108584,38067,314543,165628,-114222,226863,-118449,-114275,67947,232613,37831
1004369,-114680,-108551,38070,314618,165576,-114153,226923,-118418,-114206,67983,232589,37834
1004370,-114662,-108547,38043,314545,165671,-114101,226933,-118384,-114154,67964,232723,37807
1004371,-114640,-108538,38027,314487,165821,-114118,226932,-118362,-114171,67912,232682,37791
1004372,-114634,-108542,37976,314475,165702,-114129,226959,-118352,-114181,67894,232682,37741
1004373,-114631,-108554,37987,314506,165479,-114145,226928,-118408,-114197,67914,232725,37750
1004374,-114684,-108607,37975,314409,165367,-114174,226891,-118476,-114229,67979,232828,37739
1004375,-114746,-108639,37947,314329,165342,-114169,226849,-118527,-114222,67970,232886,37714
1004376,-114789,-108690,37919,314250,165404,-114129,226811,-118561,-114184,67939,232909,37686
1004377,-114799,-108699,37915,314161,165511,-114143,226745,-118581,-114196,67875,232793,37679
1004378,-114822,-108694,37925,314099,165590,-114147,226713,-118551,-114202,67873,232670,37692
1004379,-114856,-108695,37913,314073,165586,-114162,226705,-118526,-114217,67912,232598,37678
1004380,-114904,-108723,37860,314084,165595,-114140,226723,-118502,-114195,67950,232516,37624
1004381,-114889,-108713,37848,314169,165678,-114117,226755,-118487,-114171,67998,232278,37614
1004382,-114862,-108698,37863,314216,165690,-114092,226776,-118471,-114145,68044,232201,37629
1004383,-114855,-108685,37912,314289,165721,-114095,226769,-118488,-114148,68016,232315,37679
1004384,-114834,-108669,37972,314328,165731,-114089,226787,-118475,-114140,67972,232470,37737
1004385,-114784,-108628,38012,314360,165803,-114061,226765,-118455,-114116,67932,232582,37778
1004386,-114752,-108614,37979,314351,165849,-114040,226765,-118427,-114094,67982,232745,37747
1004387,-114687,-108577,37955,314356,165904,-113995,226820,-118376,-114047,68093,232836,37721
1004388,-114654,-108565,37973,314407,165916,-113965,226897,-118320,-114017,68173,232876,37742
1004389,-114647,-108546,38012,314502,165895,-113939,226967,-118294,-113993,68166,232935,37780
1004390,-114621,-108537,38065,314537,165985,-113926,227021,-118258,-113981,68153,232911,37831
1004391,-114601,-108545,38087,314558,166006,-113930,227072,-118259,-113982,68141,232931,37852
1004392,-114597,-108550,38079,314560,165939,-113927,227106,-118263,-113981,68194,233010,37844
1004393,-114613,-108550,38076,314584,165905,-113970,227069,-118296,-114024,68214,233024,37840
1004394,-114624,-108544,38077,314584,165872,-113999,227047,-118311,-114051,68204,232967,37842
1004395,-114650,-108524,38051,314521,165795,-113995,227022,-118308,-114049,68181,232914,37817
1004396,-114663,-108518,38077,314528,165678,-113993,226981,-118306,-114046,68197,232907,37844
1004397,-114639,-108509,38089,314600,165445,-113999,226950,-118289,-114054,68179,232751,37853
1004398,-114651,-108501,38072,314607,165368,-113950,226901,-118259,-114005,68199,232580,37838
1004399,-114673,-108535,38017,314481,165472,-113940,226850,-118278,-113994,68136,232746,37782
1004400,-114683,-108540,38025,314319,165568,-113943,226818,-118278,-113993,68125,232718,37789
1004401,-114670,-108532,37996,314404,165500,-113955,226803,-118248,-114008,68172,232714,37762
1004402,-114654,-108501,37934,314438,165327,-113930,226834,-118229,-113982,68180,232872,37696
1004403,-114642,-108495,37886,314484,165250,-113942,226867,-118210,-113994,68274,232951,37651
1004404,-114659,-108503,37893,314345,165466,-113886,226872,-118208,-113937,68341,233040,37657
1004405,-114663,-108522,37932,314295,165674,-113886,226858,-118215,-113937,68321,233210,37698
1004406,-114663,-108532,38013,314323,165885,-113880,226844,-118259,-113934,68250,233241,37779
1004407,-114625,-108518,38092,314452,166044,-113887,226931,-118301,-113945,68176,233217,37856
1004408,-114604,-108504,38145,314574,166094,-113831,227012,-118274,-113884,68148,233111,37909
1004409,-114535,-108458,38195,314649,166091,-113781,227080,-118210,-113835,68203,232797,37958
1004410,-114500,-108407,38224,314766,166162,-113763,227096,-118179,-113816,68296,232466,37992
1004411,-114492,-108382,38212,314840,166195,-113816,227031,-118187,-113869,68225,232515,37977
1004412,-114477,-108394,38240,314853,166158,-113841,226820,-118229,-113894,68143,232725,38005
1004413,-114508,-108409,38220,314791,166084,-113873,226656,-118252,-113928,68136,232910,37986
1004414,-114565,-108425,38176,314711,165886,-113891,226634,-118286,-113946,68117,233063,37941
1004415,-114645,-108468,38132,314651,165779,-113940,226627,-118337,-113992,68100,233154,37897
1004416,-114715,-108509,38113,314618,165791,-113962,226631,-118365,-114015,68146,233098,37877
1004417,-114794,-108558,38059,314531,165804,-114024,226744,-118391,-114078,68145,232982,37828
1004418,-114822,-108568,38038,314516,165815,-114069,226801,-118439,-114123,68106,232898,37805
1004419,-114825,-108580,38027,314517,165812,-114086,226778,-118469,-114138,68020,232909,37792
1004420,-114842,-108590,37985,314450,165818,-114085,226764,-118466,-114140,68005,232884,37750
1004421,-114806,-108562,37949,314431,165817,-114034,226782,-118477,-114089,68025,232811,37714
1004422,-114807,-108545,37922,314465,165805,-113970,226817,-118496,-114025,68076,232805,37688
1004423,-114772,-108528,37982,314552,165736,-113948,226872,-118498,-114001,67998,232856,37748
1004424,-114716,-108502,38067,314561,165583,-113953,226920,-118469,-114007,68014,232907,37832
1004425,-114647,-108461,38163,314524,165544,-113945,226963,-118451,-113999,68087,232864,37927
1004426,-114637,-108448,38164,314411,165686,-113959,226959,-118404,-114011,68157,232898,37927
1004427,-114627,-108443,38148,314413,165753,-113931,226995,-118352,-113983,68223,232981,37912
1004428,-114610,-108409,38157,314567,165824,-113927,227025,-118326,-113977,68202,232935,37923
1004429,-114579,-108397,38207,314719,165826,-113927,227066,-118293,-113980,68216,232843,37974
1004430,-114558,-108359,38272,314814,165841,-113906,227087,-118283,-113958,68226,232721,38035
1004431,-114536,-108343,38326,314846,165841,-113893,227105,-118286,-113947,68227,232611,38092
1004432,-114516,-108348,38353,314820,165869,-113949,227052,-118281,-114000,68245,232517,38120
1004433,-114546,-108346,38342,314747,165921,-114026,226970,-118335,-114079,68252,232510,38107
1004434,-114590,-108398,38289,314641,165979,-114092,226926,-118387,-114145,68216,232585,38053
1004435,-114640,-108429,38248,314631,165916,-114064,226870,-118386,-114115,68137,232536,38015
1004436,-114668,-108425,38228,314655,165773,-114020,226830,-118404,-114071,68125,232499,37990
1004437,-114715,-108459,38179,314584,165607,-114026,226780,-118442,-114079,68126,232647,37943
1004438,-114749,-108501,38090,314489,165545,-114022,226724,-118490,-114075,68106,232865,37856
1004439,-114764,-108517,38048,314480,165637,-114047,226668,-118492,-114101,68089,232794,37814
1004440,-114749,-108525,38047,314441,165670,-114145,226658,-118473,-114199,68107,232748,37814
1004441,-114742,-108526,38093,314416,165634,-114209,226671,-118471,-114260,68117,232824,37862
1004442,-114723,-108529,38145,314402,165700,-114246,226684,-118482,-114300,68072,232902,37910
1004443,-114719,-108533,38178,314404,165728,-114192,226742,-118439,-114243,68059,232908,37943
1004444,-114727,-108523,38167,314448,165748,-114135,226751,-118439,-114188,68084,233019,37935
1004445,-114741,-108517,38205,314590,165799,-114089,226733,-118456,-114143,68096,233099,37968
1004446,-114723,-108491,38221,314700,165787,-114043,226779,-118448,-114097,68101,233057,37987
1004447,-114651,-108464,38254,314769,165825,-114008,226821,-118425,-114061,68145,233041,38021
1004448,-114594,-108415,38285,314712,165795,-114007,226922,-118387,-114061,68253,233001,38053
1004449,-114588,-108407,38310,314635,165823,-113986,227019,-118364,-114040,68303,233082,38075
1004450,-114553,-108388,38323,314675,165915,-114007,227042,-118359,-114061,68240,233119,38087
1004451,-114553,-108386,38298,314721,165947,-114008,227040,-118364,-114061,68215,233098,38067
1004452,-114568,-108401,38261,314787,165929,-113997,226955,-118386,-114048,68232,233079,38024
1004453,-114592,-108405,38267,314807,165867,-114032,226911,-118392,-114088,68182,233027,38030
1004454,-114624,-108429,38281,314768,165736,-114060,226892,-118437,-114113,68132,232976,38049
1004455,-114640,-108446,38257,314658,165609,-114073,226885,-118452,-114126,68095,232965,38021
1004456,-114623,-108464,38214,314610,165613,-114074,226854,-118470,-114128,68054,232886,37980
1004457,-114658,-108484,38181,314481,165646,-114077,226807,-118476,-114129,68051,232771,37947
1004458,-114695,-108490,38185,314446,165698,-114079,226740,-118502,-114133,68034,232737,37949
1004459,-114715,-108499,38189,314453,165731,-114079,226675,-118516,-114133,67992,232681,37955
1004460,-114722,-108512,38180,314468,165751,-114098,226636,-118499,-114150,67949,232604,37944
1004461,-114721,-108510,38175,314490,165783,-114096,226612,-118497,-114150,67916,232633,37940
1004462,-114736,-108492,38180,314493,165835,-114116,226637,-118495,-114171,67885,232673,37944
1004463,-114694,-108477,38208,314506,165805,-114118,226740,-118486,-114173,67893,232627,37975
1004464,-114620,-108451,38239,314572,165734,-114102,226832,-118467,-114159,67908,232561,38005
1004465,-114600,-108443,38282,314594,165780,-114059,226826,-118448,-114117,67964,232572,38046
1004466,-114597,-108436,38300,314573,165867,-114031,226708,-118433,-114083,68016,232636,38064
1004467,-114564,-108400,38321,314676,165938,-114009,226632,-118398,-114063,68033,232684,38089
1004468,-114558,-108376,38332,314785,165988,-114042,226666,-118398,-114095,68073,232687,38099
1004469,-114577,-108378,38337,314839,165978,-114065,226747,-118387,-114116,68120,232778,38101
1004470,-114578,-108372,38357,314891,165956,-114066,226810,-118381,-114117,68140,232802,38126
1004471,-114581,-108395,38356,314843,165920,-114052,226841,-118370,-114105,68141,232843,38123
1004472,-114578,-108391,38315,314788,165908,-114018,226895,-118380,-114072,68108,232742,38079
1004473,-114582,-108425,38295,314750,165863,-113998,226969,-118390,-114051,68104,232518,38062
1004474,-114614,-108463,38244,314638,165739,-114021,227008,-118414,-114074,68054,232529,38006
1004475,-114630,-108477,38194,314545,165518,-114008,226916,-118398,-114062,68054,232600,37959
1004476,-114645,-108479,38183,314538,165431,-114043,226922,-118434,-114096,67986,232629,37949
1004477,-114703,-108526,38111,314480,165447,-114102,226957,-118482,-114153,67921,232632,37876
1004478,-114772,-108584,37994,314378,165536,-114104,226931,-118494,-114156,67904,232774,37760
1004479,-114787,-108607,37972,314262,165630,-114134,226845,-118505,-114188,67892,232821,37735
1004480,-114811,-108627,38009,314255,165611,-114147,226821,-118500,-114203,67900,232765,37771
1004481,-114829,-108621,38031,314291,165582,-114147,226814,-118479,-114203,67960,232732,37797
1004482,-114846,-108628,38059,314369,165540,-114121,226795,-118452,-114175,68002,232672,37823
1004483,-114800,-108603,38080,314405,165495,-114083,226756,-118419,-114136,68018,232650,37845
1004484,-114774,-108588,38096,314490,165553,-114039,226751,-118382,-114094,68030,232602,37857
1004485,-114763,-108585,38097,314508,165603,-114009,226810,-118355,-114062,68026,232684,37859
1004486,-114741,-108580,38097,314480,165615,-114002,226858,-118350,-114055,68016,232733,37863
1004487,-114709,-108560,38121,314444,165670,-113954,226915,-118317,-114007,68024,232772,37885
1004488,-114700,-108543,38142,314403,165770,-113931,226950,-118291,-113985,68067,232836,37910
1004489,-114716,-108541,38172,314390,165852,-113906,226966,-118263,-113959,68089,232904,37936
1004490,-114701,-108528,38193,314398,165867,-113918,226957,-118253,-113971,68122,232998,37959
1004491,-114707,-108515,38168,314465,165904,-113943,226942,-118271,-113996,68122,232953,37931
1004492,-114684,-108496,38131,314555,165940,-113964,226863,-118291,-114015,68079,232840,37898
1004493,-114688,-108509,38096,314599,165906,-113971,226770,-118296,-114027,68065,232741,37863
1004494,-114736,-108547,38098,314593,165848,-113988,226749,-118321,-114041,68030,232620,37864
1004495,-114783,-108572,38124,314571,165768,-114038,226690,-118376,-114090,67949,232601,37890
1004496,-114810,-108583,38136,314552,165702,-114076,226689,-118426,-114126,67877,232595,37903
1004497,-114861,-108602,38066,314491,165617,-114094,226698,-118443,-114148,67899,232567,37829
1004498,-114880,-108625,38044,314391,165589,-114106,226644,-118440,-114157,67929,232579,37808
1004499,-114861,-108626,37994,314326,165512,-114094,226621,-118424,-114147,67932,232555,37757
1004500,-114879,-108635,37957,314299,165388,-114065,226643,-118394,-114119,67945,232480,37719
1004501,-114899,-108629,37986,314392,165222,-114036,226656,-118365,-114091,67968,232471,37752
1004502,-114883,-108640,37983,314363,165228,-114045,226657,-118367,-114098,67973,232553,37748
1004503,-114843,-108637,37985,314335,165263,-114038,226665,-118333,-114092,67974,232582,37751
1004504,-114831,-108626,37955,314298,165250,-114014,226736,-118297,-114070,68048,232608,37720
1004505,-114783,-108605,37976,314334,165364,-114004,226783,-118280,-114058,67957,232607,37741
1004506,-114755,-108619,37976,314321,165529,-114026,226801,-118303,-114081,67932,232647,37741
1004507,-114707,-108618,38042,314368,165757,-113994,226891,-118331,-114047,67865,232592,37806
1004508,-114715,-108627,38104,314416,165867,-113999,226942,-118317,-114051,67870,232614,37869
1004509,-114735,-108625,38128,314502,165948,-114052,226972,-118321,-114107,67963,232675,37891
1004510,-114723,-108613,38152,314585,165961,-114087,226991,-118321,-114140,68020,232611,37919
1004511,-114734,-108615,38151,314648,165920,-114114,226949,-118319,-114167,68060,232644,37917
1004512,-114759,-108613,38154,314681,165861,-114135,226879,-118328,-114187,68055,232686,37916
1004513,-114839,-108615,38151,314693,165754,-114126,226833,-118322,-114176,68050,232542,37917
1004514,-114873,-108647,38099,314595,165751,-114195,226770,-118291,-114248,68020,232538,37862
1004515,-114884,-108687,38037,314460,165740,-114237,226702,-118316,-114294,67980,232615,37803
1004516,-114887,-108703,37991,314322,165733,-114244,226639,-118337,-114300,67909,232763,37753
1004517,-114902,-108704,37977,314254,165618,-114224,226591,-118351,-114277,67895,232641,37742
1004518,-114852,-108715,37967,314304,165444,-114172,226581,-118379,-114225,67895,232474,37732
1004519,-114892,-108738,37932,314296,165330,-114104,226610,-118380,-114156,67895,232448,37694
1004520,-114915,-108761,37925,314218,165395,-114079,226579,-118443,-114133,67887,232508,37691
1004521,-114927,-108762,37919,314168,165464,-114080,226542,-118471,-114133,67877,232614,37683
1004522,-114918,-108741,37947,314224,165475,-114098,226485,-118480,-114151,67924,232619,37710
1004523,-114909,-108735,37899,314300,165468,-114108,226483,-118473,-114164,67948,232704,37663
1004524,-114884,-108727,37871,314375,165458,-114091,226513,-118449,-114146,67977,232770,37634
1004525,-114855,-108705,37877,314389,165407,-114064,226597,-118413,-114117,68014,232806,37644
1004526,-114848,-108690,37879,314310,165428,-114052,226674,-118368,-114105,68030,232848,37646
1004527,-114780,-108655,37935,314335,165467,-114015,226761,-118336,-114065,68056,232763,37698
1004528,-114734,-108624,37948,314387,165479,-114007,226894,-118327,-114062,68069,232679,37714
1004529,-114690,-108571,37980,314455,165396,-113995,227010,-118313,-114049,67992,232685,37747
1004530,-114661,-108557,38020,314489,165430,-113978,226980,-118304,-114032,67828,232827,37783
1004531,-114682,-108551,38046,314430,165465,-113964,226894,-118284,-114015,67870,232806,37813
1004532,-114724,-108562,38092,314398,165570,-113965,226802,-118289,-114023,67922,232660,37857
1004533,-114778,-108575,38114,314402,165599,-113988,226697,-118312,-114042,67919,232570,37879
1004534,-114842,-108604,38068,314410,165636,-114042,226609,-118376,-114094,67877,232592,37833
1004535,-114895,-108641,38022,314341,165491,-114074,226587,-118391,-114127,67921,232582,37789
1004536,-114909,-108643,38061,314404,165415,-114128,226571,-118417,-114181,67901,232522,37826
1004537,-114946,-108655,38041,314415,165389,-114181,226523,-118458,-114231,67937,232375,37805
1004538,-114963,-108688,37964,314348,165500,-114218,226500,-118501,-114271,67924,232383,37733
1004539,-114954,-108687,37906,314314,165479,-114247,226478,-118514,-114298,67901,232371,37673
1004540,-114960,-108685,37848,314232,165429,-114229,226474,-118508,-114283,67893,232430,37612
1004541,-114958,-108670,37829,314112,165423,-114190,226476,-118490,-114244,67905,232516,37593
1004542,-114959,-108649,37851,314073,165393,-114176,226478,-118483,-114230,67908,232570,37614
1004543,-114930,-108646,37925,314065,165429,-114153,226500,-118486,-114206,67930,232554,37691
1004544,-114910,-108650,37949,314155,165518,-114155,226537,-118477,-114207,67904,232548,37713
1004545,-114874,-108640,37991,314180,165565,-114145,226602,-118483,-114201,67911,232596,37758
1004546,-114852,-108617,38052,314288,165503,-114144,226656,-118470,-114198,67911,232553,37819
1004547,-114808,-108585,38078,314467,165514,-114129,226723,-118447,-114179,67953,232487,37844
1004548,-114784,-108565,38102,314520,165596,-114116,226816,-118428,-114170,68003,232353,37865
1004549,-114724,-108537,38115,314539,165590,-114109,226861,-118399,-114163,68022,232354,37882
1004550,-114722,-108544,38092,314549,165642,-114112,226885,-118391,-114164,67953,232542,37858
1004551,-114727,-108535,38061,314525,165680,-114111,226863,-118411,-114164,67850,232726,37824
1004552,-114728,-108553,38046,314536,165585,-114098,226861,-118404,-114152,67827,232718,37808
1004553,-114773,-108560,38073,314521,165433,-114117,226817,-118428,-114170,67802,232725,37839
1004554,-114827,-108570,38120,314443,165319,-114122,226789,-118446,-114176,67834,232623,37884
1004555,-114840,-108609,38129,314364,165299,-114134,226748,-118495,-114185,67893,232477,37894
1004556,-114874,-108631,38113,314443,165361,-114215,226673,-118548,-114268,67806,232457,37877
1004557,-114903,-108657,38081,314406,165513,-114328,226548,-118610,-114383,67706,232505,37845
1004558,-114929,-108670,38027,314350,165672,-114420,226421,-118623,-114468,67724,232522,37793
1004559,-114957,-108679,38011,314351,165660,-114429,226322,-118631,-114485,67743,232553,37776
1004560,-114942,-108674,38014,314390,165631,-114367,226204,-118616,-114421,67732,232501,37779
1004561,-114910,-108653,38029,314434,165635,-114319,226098,-118581,-114372,67757,232409,37795
1004562,-114908,-108655,38053,314430,165640,-114309,226095,-118588,-114362,67749,232524,37816
1004563,-114924,-108653,38039,314422,165720,-114313,226239,-118567,-114367,67726,232529,37806
1004564,-114938,-108629,38039,314498,165796,-114310,226442,-118538,-114362,67759,232273,37802
1004565,-114910,-108605,38059,314512,165861,-114319,226532,-118502,-114370,67811,232204,37823
1004566,-114898,-108587,38107,314549,165808,-114308,226585,-118534,-114359,67743,232367,37873
1004567,-114863,-108563,38126,314599,165744,-114285,226713,-118526,-114337,67744,232496,37891
1004568,-114815,-108553,38126,314561,165672,-114244,226830,-118498,-114299,67830,232539,37889
