Timestamp (ms),Ch0 (uV),Ch1 (uV),Ch2 (uV),Ch3 (uV),Ch4 (uV),Ch5 (uV),Ch6 (uV),Ch7 (uV),Ch8 (uV),Ch9 (uV),Ch10 (uV),Ch11 (uV)
1016249,-114873,-106641,39707,318496,165364,-115548,226554,-120306,-115600,64927,232527,39474
1016250,-114919,-106637,39715,318533,165410,-115576,226514,-120340,-115628,64927,232551,39480
1016251,-114966,-106657,39708,318494,165385,-115565,226466,-120347,-115619,64952,232562,39474
1016252,-114989,-106688,39677,318439,165330,-115599,226426,-120379,-115650,64902,232610,39442
1016253,-115010,-106695,39641,318412,165273,-115606,226393,-120403,-115659,64826,232578,39405
1016254,-115054,-106717,39593,318331,165244,-115625,226380,-120402,-115679,64748,232589,39359
1016255,-115078,-106728,39582,318263,165205,-115675,226317,-120419,-115730,64724,232623,39347
1016256,-115115,-106741,39582,318249,165131,-115718,226255,-120431,-115771,64744,232605,39348
1016257,-115137,-106744,39561,318245,165107,-115715,226221,-120443,-115767,64790,232569,39327
1016258,-115146,-106761,39546,318223,165073,-115721,226178,-120434,-115776,64778,232568,39312
1016259,-115118,-106766,39550,318297,165066,-115717,226222,-120450,-115770,64734,232437,39315
1016260,-115086,-106729,39587,318351,164953,-115691,226299,-120427,-115746,64719,232355,39352
1016261,-115043,-106698,39627,318384,164871,-115678,226329,-120389,-115731,64704,232376,39393
1016262,-115045,-106687,39649,318384,164936,-115701,226315,-120390,-115755,64699,232561,39414
1016263,-115059,-106691,39646,318353,165131,-115767,226354,-120387,-115818,64704,232704,39414
1016264,-115053,-106685,39650,318382,165239,-115761,226380,-120382,-115815,64695,232794,39413
1016265,-115021,-106663,39681,318421,165252,-115692,226408,-120342,-115744,64727,232793,39445
1016266,-114939,-106614,39717,318512,165289,-115563,226406,-120296,-115615,64780,232654,39483
1016267,-114914,-106573,39694,318543,165352,-115517,226370,-120285,-115568,64835,232646,39460
1016268,-114896,-106568,39678,318542,165464,-115489,226379,-120304,-115541,64849,232774,39443
1016269,-114877,-106555,39663,318554,165447,-115466,226384,-120276,-115522,64845,232848,39428
1016270,-114882,-106574,39678,318506,165380,-115471,226432,-120277,-115524,64854,232915,39443
1016271,-114902,-106586,39718,318454,165314,-115496,226421,-120300,-115550,64836,232921,39483
1016272,-114968,-106620,39730,318423,165252,-115542,226447,-120332,-115599,64824,232863,39497
1016273,-115022,-106657,39725,318431,165208,-115579,226443,-120368,-115631,64848,232784,39492
1016274,-115022,-106660,39713,318440,165243,-115614,226453,-120369,-115665,64836,232523,39477
1016275,-115017,-106685,39684,318426,165243,-115641,226433,-120373,-115696,64834,232367,39452
1016276,-115022,-106686,39691,318440,165210,-115675,226423,-120396,-115726,64728,232366,39454
1016277,-115039,-106698,39674,318381,165166,-115652,226382,-120396,-115708,64671,232399,39439
1016278,-115063,-106716,39632,318272,165115,-115630,226327,-120397,-115680,64641,232532,39398
1016279,-115042,-106692,39627,318230,164905,-115580,226315,-120388,-115633,64651,232652,39391
1016280,-115031,-106691,39604,318197,164862,-115558,226355,-120391,-115610,64714,232706,39370
1016281,-115038,-106683,39612,318225,165000,-115556,226348,-120379,-115609,64752,232659,39377
1016282,-115024,-106654,39622,318298,165209,-115561,226318,-120358,-115616,64761,232599,39387
1016283,-114996,-106638,39628,318327,165300,-115538,226295,-120323,-115588,64803,232618,39391
1016284,-114980,-106605,39662,318426,165399,-115526,226297,-120304,-115578,64811,232556,39428
1016285,-114942,-106558,39711,318472,165418,-115507,226370,-120294,-115561,64847,232440,39477
1016286,-114952,-106545,39762,318498,165346,-115480,226423,-120258,-115534,64883,232633,39528
1016287,-114946,-106530,39839,318493,165381,-115460,226388,-120241,-115515,64864,232840,39607
1016288,-114883,-106514,39856,318499,165488,-115460,226452,-120243,-115511,64854,232843,39622
1016289,-114839,-106520,39835,318506,165549,-115472,226516,-120267,-115523,64848,232878,39604
1016290,-114871,-106522,39840,318515,165548,-115484,226562,-120296,-115539,64818,232892,39609
1016291,-114892,-106533,39842,318537,165516,-115496,226517,-120327,-115550,64793,232871,39608
1016292,-114899,-106543,39822,318557,165476,-115523,226455,-120351,-115575,64790,232794,39587
1016293,-114940,-106566,39792,318524,165383,-115554,226421,-120346,-115611,64800,232757,39557
1016294,-114954,-106584,39770,318490,165272,-115625,226372,-120351,-115680,64777,232791,39535
1016295,-114983,-106597,39752,318410,165171,-115628,226347,-120348,-115679,64794,232780,39519
1016296,-115008,-106603,39739,318370,165134,-115649,226297,-120353,-115703,64787,232736,39504
1016297,-115026,-106612,39729,318352,165146,-115637,226281,-120375,-115690,64759,232694,39498
1016298,-115033,-106618,39708,318309,165132,-115631,226308,-120388,-115686,64738,232604,39473
1016299,-115051,-106641,39657,318265,165161,-115560,226340,-120403,-115612,64759,232619,39423
1016300,-115073,-106614,39647,318313,165181,-115540,226386,-120382,-115593,64738,232607,39413
1016301,-115051,-106588,39688,318376,165204,-115548,226431,-120349,-115599,64732,232488,39455
1016302,-114991,-106544,39715,318423,165224,-115543,226475,-120291,-115596,64726,232379,39480
1016303,-114952,-106514,39767,318477,165190,-115559,226539,-120251,-115609,64747,232338,39533
1016304,-114918,-106489,39834,318505,165232,-115562,226546,-120248,-115611,64772,232398,39601
1016305,-114901,-106481,39861,318504,165258,-115548,226535,-120234,-115600,64855,232543,39626
1016306,-114889,-106491,39873,318534,165302,-115474,226525,-120215,-115527,64948,232655,39639
1016307,-114893,-106482,39847,318552,165340,-115399,226520,-120217,-115453,65011,232728,39612
1016308,-114840,-106464,39857,318594,165382,-115355,226575,-120188,-115410,65022,232754,39620
1016309,-114787,-106447,39859,318544,165351,-115337,226599,-120179,-115388,64968,232867,39622
1016310,-114799,-106459,39865,318498,165262,-115343,226607,-120185,-115395,64956,232980,39634
1016311,-114832,-106478,39853,318464,165281,-115387,226582,-120195,-115440,64939,232988,39618
1016312,-114845,-106496,39843,318415,165269,-115475,226587,-120222,-115528,64953,232890,39608
1016313,-114882,-106511,39822,318429,165204,-115517,226544,-120257,-115571,64945,232775,39590
1016314,-114904,-106519,39837,318407,165152,-115540,226469,-120264,-115590,64882,232692,39603
1016315,-114914,-106522,39821,318365,165147,-115534,226436,-120283,-115588,64766,232686,39585
1016316,-114954,-106547,39804,318353,165113,-115502,226388,-120296,-115557,64718,232606,39570
1016317,-114974,-106524,39809,318391,165165,-115488,226367,-120320,-115540,64677,232443,39572
1016318,-114997,-106502,39817,318439,165226,-115494,226337,-120337,-115546,64607,232299,39582
1016319,-115050,-106524,39790,318387,165288,-115495,226308,-120349,-115548,64617,232448,39556
1016320,-115057,-106519,39787,318357,165305,-115513,226296,-120342,-115570,64704,232553,39553
1016321,-115046,-106511,39804,318393,165267,-115560,226332,-120338,-115613,64736,232635,39572
1016322,-115019,-106507,39845,318471,165251,-115556,226346,-120319,-115608,64759,232683,39610
1016323,-114984,-106495,39863,318487,165287,-115564,226382,-120301,-115616,64814,232765,39625
1016324,-114911,-106484,39882,318480,165321,-115547,226413,-120279,-115603,64813,232840,39644
1016325,-114870,-106468,39892,318524,165341,-115491,226444,-120245,-115544,64857,232829,39658
1016326,-114845,-106445,39922,318584,165371,-115425,226496,-120232,-115479,64922,232847,39688
1016327,-114806,-106411,39966,318667,165358,-115399,226553,-120205,-115453,64926,232804,39737
1016328,-114776,-106380,40008,318725,165379,-115375,226556,-120207,-115428,64910,232864,39770
1016329,-114780,-106362,40041,318681,165457,-115361,226488,-120179,-115411,64895,232974,39808
1016330,-114761,-106361,40044,318685,165447,-115415,226509,-120195,-115467,64870,232996,39807
1016331,-114775,-106363,40022,318710,165414,-115487,226489,-120234,-115543,64839,232957,39786
1016332,-114807,-106398,39991,318723,165446,-115522,226376,-120262,-115576,64895,232889,39754
1016333,-114865,-106415,39930,318700,165354,-115534,226342,-120261,-115586,64907,232845,39698
1016334,-114867,-106435,39910,318656,165329,-115534,226239,-120289,-115585,64908,232761,39674
1016335,-114868,-106465,39913,318561,165336,-115516,226136,-120296,-115570,64904,232726,39678
1016336,-114871,-106471,39912,318452,165309,-115521,226128,-120276,-115575,64894,232626,39678
1016337,-114906,-106468,39873,318447,165321,-115566,226174,-120265,-115619,64857,232525,39639
1016338,-114929,-106462,39817,318436,165346,-115615,226221,-120272,-115668,64807,232452,39581
1016339,-114960,-106468,39786,318446,165307,-115613,226270,-120276,-115665,64796,232520,39551
1016340,-114958,-106449,39770,318475,165221,-115582,226346,-120266,-115633,64831,232499,39536
1016341,-114935,-106427,39777,318478,165150,-115517,226449,-120256,-115568,64916,232369,39542
1016342,-114891,-106410,39812,318519,165169,-115507,226477,-120264,-115562,64943,232380,39573
1016343,-114871,-106422,39873,318498,165280,-115502,226490,-120301,-115556,64870,232616,39638
1016344,-114895,-106421,39957,318460,165286,-115504,226531,-120283,-115559,64860,232828,39724
1016345,-114908,-106398,40016,318500,165193,-115441,226581,-120241,-115496,64931,232882,39782
1016346,-114850,-106347,40076,318630,165271,-115392,226632,-120201,-115443,64919,232707,39842
1016347,-114778,-106323,40092,318747,165428,-115347,226683,-120186,-115402,64907,232461,39854
1016348,-114755,-106326,40082,318829,165607,-115332,226702,-120207,-115383,64899,232469,39846
1016349,-114770,-106331,40096,318816,165665,-115383,226636,-120257,-115437,64817,232830,39860
1016350,-114750,-106335,40091,318758,165591,-115392,226603,-120297,-115445,64762,233083,39855
1016351,-114746,-106367,40051,318808,165461,-115438,226582,-120294,-115493,64768,233105,39814
1016352,-114783,-106380,40018,318782,165373,-115517,226529,-120312,-115571,64802,233154,39787
1016353,-114794,-106395,39996,318699,165295,-115604,226474,-120325,-115658,64872,233143,39761
1016354,-114821,-106405,39957,318545,165199,-115593,226451,-120322,-115646,64951,233086,39719
1016355,-114839,-106405,39929,318467,165171,-115572,226398,-120329,-115625,64975,233019,39695
1016356,-114869,-106412,39917,318475,165213,-115563,226343,-120366,-115617,64920,232853,39683
1016357,-114882,-106428,39921,318495,165267,-115582,226331,-120407,-115634,64889,232765,39688
1016358,-114894,-106423,39950,318541,165323,-115582,226286,-120410,-115633,64841,232576,39716
1016359,-114879,-106415,40029,318582,165367,-115569,226292,-120394,-115625,64811,232334,39794
1016360,-114884,-106390,40073,318633,165452,-115553,226256,-120356,-115607,64827,232206,39836
1016361,-114847,-106377,40072,318663,165413,-115562,226192,-120350,-115613,64812,232412,39837
1016362,-114821,-106357,40059,318719,165324,-115541,226192,-120335,-115591,64824,232627,39826
1016363,-114816,-106356,40069,318644,165394,-115513,226219,-120308,-115566,64900,232782,39834
1016364,-114820,-106345,40065,318614,165563,-115475,226210,-120301,-115527,64916,232890,39831
1016365,-114803,-106322,40090,318665,165647,-115486,226267,-120277,-115541,64921,232901,39855
1016366,-114764,-106295,40106,318738,165724,-115484,226375,-120258,-115537,64930,232930,39876
1016367,-114702,-106256,40116,318810,165771,-115494,226484,-120269,-115547,64877,232881,39880
1016368,-114658,-106224,40142,318890,165770,-115482,226561,-120250,-115537,64883,232872,39906
1016369,-114663,-106210,40177,318907,165748,-115451,226616,-120207,-115504,64933,232778,39943
1016370,-114644,-106199,40183,318856,165686,-115441,226676,-120186,-115492,64969,232667,39947
1016371,-114618,-106199,40167,318835,165613,-115452,226660,-120238,-115504,64928,232709,39934
1016372,-114622,-106204,40151,318875,165483,-115440,226638,-120239,-115494,64846,232681,39914
1016373,-114659,-106220,40128,318908,165388,-115471,226609,-120266,-115523,64837,232646,39892
1016374,-114715,-106251,40076,318871,165412,-115558,226598,-120291,-115611,64792,232710,39840
1016375,-114737,-106275,40048,318760,165450,-115641,226578,-120304,-115698,64832,232790,39816
1016376,-114750,-106288,40035,318664,165511,-115711,226546,-120305,-115767,64796,232767,39798
1016377,-114758,-106302,40023,318635,165538,-115708,226520,-120305,-115765,64793,232825,39788
1016378,-114761,-106301,40052,318657,165520,-115659,226441,-120307,-115711,64767,232878,39812
1016379,-114735,-106285,40099,318740,165441,-115585,226345,-120316,-115638,64767,232909,39861
1016380,-114727,-106271,40146,318794,165426,-115508,226296,-120300,-115561,64800,232959,39909
1016381,-114722,-106239,40184,318845,165315,-115439,226377,-120267,-115494,64816,232949,39947
1016382,-114713,-106219,40222,318894,165336,-115426,226458,-120243,-115479,64854,232941,39990
1016383,-114673,-106202,40242,318927,165387,-115416,226500,-120217,-115468,64894,232942,40006
1016384,-114650,-106205,40207,318939,165438,-115361,226593,-120167,-115414,65014,232913,39970
1016385,-114627,-106189,40209,318908,165513,-115357,226665,-120144,-115411,65115,232947,39974
1016386,-114579,-106151,40202,318854,165631,-115360,226716,-120129,-115411,65163,233054,39966
1016387,-114547,-106126,40218,318778,165752,-115376,226754,-120130,-115432,65149,233144,39982
1016388,-114517,-106120,40262,318813,165813,-115398,226771,-120132,-115454,65155,233231,40029
1016389,-114508,-106124,40295,318903,165861,-115417,226772,-120117,-115471,65152,233197,40062
1016390,-114508,-106145,40330,318924,165841,-115408,226764,-120118,-115462,65162,233093,40092
1016391,-114512,-106137,40328,318918,165743,-115423,226709,-120145,-115473,65135,233072,40093
1016392,-114545,-106167,40315,318900,165630,-115401,226657,-120166,-115455,65078,233058,40080
1016393,-114594,-106163,40295,318932,165591,-115438,226625,-120207,-115494,65018,232968,40058
1016394,-114628,-106183,40273,318907,165681,-115441,226599,-120213,-115494,65016,232663,40037
1016395,-114639,-106196,40252,318873,165695,-115472,226600,-120245,-115527,64981,232514,40014
1016396,-114678,-106216,40218,318825,165693,-115513,226562,-120279,-115567,64917,232561,39983
1016397,-114718,-106220,40193,318788,165678,-115498,226565,-120285,-115553,64926,232493,39958
1016398,-114740,-106233,40173,318838,165627,-115503,226501,-120305,-115556,64875,232545,39937
1016399,-114750,-106234,40182,318877,165606,-115477,226454,-120307,-115530,64828,232624,39947
1016400,-114737,-106231,40176,318883,165563,-115412,226466,-120282,-115469,64839,232558,39939
1016401,-114711,-106214,40182,318868,165475,-115369,226480,-120270,-115425,64893,232536,39947
1016402,-114684,-106189,40178,318860,165425,-115367,226531,-120246,-115419,64883,232663,39944
1016403,-114642,-106182,40168,318824,165497,-115423,226552,-120257,-115476,64891,232858,39934
1016404,-114619,-106169,40159,318812,165566,-115441,226512,-120235,-115494,64941,232955,39924
1016405,-114598,-106158,40190,318796,165620,-115420,226483,-120213,-115473,64938,233095,39955
1016406,-114606,-106165,40235,318823,165678,-115401,226482,-120186,-115454,64994,233275,40000
1016407,-114594,-106165,40282,318870,165694,-115394,226554,-120192,-115448,65044,233340,40044
1016408,-114585,-106157,40308,318924,165694,-115374,226622,-120187,-115427,65074,233334,40072
1016409,-114561,-106149,40322,319004,165632,-115385,226628,-120175,-115439,65060,233339,40087
1016410,-114575,-106152,40307,319025,165565,-115377,226590,-120189,-115430,65093,233363,40072
1016411,-114610,-106165,40240,318910,165522,-115368,226588,-120177,-115422,65134,233364,40004
1016412,-114646,-106181,40169,318762,165432,-115386,226632,-120196,-115437,65130,233328,39935
1016413,-114652,-106176,40156,318721,165410,-115420,226547,-120236,-115472,65094,233218,39919
1016414,-114693,-106200,40158,318625,165440,-115404,226503,-120223,-115460,65096,233092,39924
1016415,-114725,-106226,40140,318602,165586,-115441,226488,-120243,-115494,65036,232905,39903
1016416,-114781,-106247,40144,318709,165554,-115468,226430,-120276,-115523,64969,232837,39909
1016417,-114851,-106237,40190,318805,165506,-115488,226431,-120272,-115540,64880,232768,39954
1016418,-114869,-106242,40227,318784,165525,-115529,226430,-120255,-115584,64809,232659,39991
1016419,-114846,-106239,40209,318733,165576,-115607,226479,-120252,-115659,64778,232667,39975
1016420,-114818,-106245,40189,318717,165604,-115585,226477,-120215,-115638,64755,232675,39951
1016421,-114780,-106228,40175,318747,165634,-115535,226433,-120188,-115586,64779,232645,39939
1016422,-114738,-106225,40177,318774,165632,-115504,226369,-120171,-115553,64826,232659,39943
1016423,-114679,-106210,40222,318806,165572,-115479,226383,-120165,-115532,64876,232704,39987
1016424,-114657,-106222,40251,318819,165444,-115424,226436,-120196,-115478,65021,232821,40016
1016425,-114625,-106224,40282,318875,165359,-115395,226512,-120162,-115450,65082,232802,40047
1016426,-114606,-106188,40296,318864,165365,-115315,226584,-120114,-115370,65187,232779,40060
1016427,-114589,-106167,40259,318807,165392,-115298,226615,-120088,-115349,65249,232813,40027
1016428,-114570,-106152,40252,318888,165551,-115329,226630,-120073,-115380,65194,232833,40015
1016429,-114600,-106170,40264,318973,165691,-115360,226638,-120129,-115414,65191,232875,40028
1016430,-114619,-106181,40256,319027,165693,-115404,226597,-120143,-115458,65089,232937,40023
1016431,-114650,-106219,40248,318993,165733,-115471,226602,-120176,-115526,65026,233033,40013
1016432,-114696,-106242,40247,318974,165751,-115531,226573,-120216,-115587,64977,232955,40011
1016433,-114720,-106236,40237,318937,165752,-115578,226552,-120233,-115632,64901,232803,40003
1016434,-114755,-106272,40216,318836,165770,-115572,226486,-120243,-115626,64859,232774,39979
1016435,-114794,-106295,40194,318760,165849,-115599,226405,-120307,-115655,64811,232814,39963
1016436,-114851,-106329,40178,318692,165842,-115609,226350,-120340,-115663,64805,232831,39945
1016437,-114874,-106356,40136,318629,165757,-115561,226346,-120352,-115612,64828,232910,39902
1016438,-114889,-106370,40099,318564,165587,-115531,226346,-120362,-115582,64864,232948,39867
1016439,-114888,-106360,40063,318549,165491,-115507,226359,-120348,-115559,64907,232952,39830
1016440,-114868,-106355,39987,318566,165447,-115454,226390,-120301,-115507,64951,232930,39752
1016441,-114858,-106344,39987,318675,165464,-115439,226309,-120309,-115495,64954,232957,39752
1016442,-114813,-106323,39951,318802,165455,-115428,226303,-120272,-115485,64983,232951,39715
1016443,-114798,-106319,40022,318860,165451,-115425,226382,-120239,-115475,65011,232861,39787
1016444,-114799,-106314,40103,318924,165474,-115444,226398,-120217,-115497,64995,232908,39870
1016445,-114751,-106288,40178,318884,165534,-115453,226395,-120211,-115504,64985,232988,39943
1016446,-114687,-106255,40240,318917,165636,-115413,226442,-120188,-115466,64971,232901,40003
1016447,-114675,-106220,40290,318945,165673,-115348,226536,-120145,-115402,64924,232749,40053
1016448,-114647,-106199,40300,318967,165631,-115301,226581,-120145,-115352,64911,232834,40067
1016449,-114672,-106195,40311,319007,165560,-115296,226465,-120133,-115348,64956,233056,40078
1016450,-114713,-106207,40312,319018,165435,-115304,226449,-120133,-115354,65014,233139,40079
1016451,-114740,-106228,40265,318984,165381,-115343,226523,-120157,-115398,65040,233090,40028
1016452,-114770,-106249,40243,318953,165285,-115361,226513,-120155,-115415,65059,232948,40009
1016453,-114796,-106257,40225,318870,165234,-115372,226450,-120192,-115424,65050,232886,39994
1016454,-114820,-106286,40197,318728,165330,-115392,226398,-120206,-115445,64964,232790,39961
1016455,-114845,-106312,40191,318671,165469,-115428,226400,-120211,-115479,64873,232679,39959
1016456,-114890,-106335,40177,318654,165439,-115486,226365,-120236,-115535,64846,232644,39945
1016457,-114917,-106361,40133,318680,165418,-115519,226315,-120280,-115574,64841,232751,39899
1016458,-114923,-106353,40117,318740,165379,-115549,226237,-120313,-115602,64796,232781,39882
1016459,-114918,-106374,40103,318707,165392,-115577,226212,-120297,-115627,64812,232826,39873
1016460,-114926,-106364,40073,318663,165432,-115650,226260,-120279,-115701,64822,232942,39841
1016461,-114942,-106369,40053,318602,165510,-115641,226284,-120265,-115695,64848,233005,39815
1016462,-114941,-106382,40056,318675,165587,-115631,226319,-120265,-115681,64885,232967,39821
1016463,-114929,-106369,40061,318740,165721,-115585,226393,-120267,-115640,64899,232817,39825
1016464,-114873,-106319,40118,318807,165783,-115520,226464,-120267,-115571,64898,232600,39887
1016465,-114813,-106281,40190,318884,165772,-115469,226532,-120254,-115520,64930,232386,39957
1016466,-114752,-106241,40203,318940,165645,-115424,226556,-120212,-115476,64985,232453,39969
1016467,-114742,-106237,40216,319036,165516,-115415,226504,-120199,-115467,64997,232703,39982
1016468,-114741,-106213,40225,319078,165392,-115391,226518,-120168,-115443,65035,232887,39989
1016469,-114747,-106214,40243,319082,165247,-115392,226572,-120157,-115443,65082,232964,40006
1016470,-114759,-106221,40238,318980,165334,-115398,226578,-120166,-115448,65082,232951,40001
1016471,-114778,-106228,40209,318784,165421,-115381,226589,-120158,-115432,65039,232837,39976
1016472,-114777,-106247,40175,318701,165428,-115423,226579,-120174,-115478,64993,232728,39940
1016473,-114787,-106279,40130,318678,165401,-115472,226533,-120209,-115528,64992,232649,39896
1016474,-114813,-106309,40065,318678,165460,-115516,226473,-120235,-115571,64921,232550,39827
1016475,-114864,-106342,40029,318656,165513,-115576,226398,-120275,-115628,64820,232712,39795
1016476,-114946,-106387,40014,318620,165566,-115612,226289,-120318,-115665,64749,232827,39778
1016477,-114967,-106393,40026,318661,165548,-115590,226253,-120344,-115642,64772,232757,39794
1016478,-115016,-106431,40007,318629,165464,-115559,226196,-120362,-115612,64852,232793,39774
1016479,-115017,-106443,39976,318609,165458,-115527,226093,-120373,-115584,64878,232886,39742
1016480,-115020,-106424,39972,318613,165521,-115510,226047,-120353,-115566,64867,232917,39734
1016481,-114984,-106401,39951,318548,165510,-115481,226086,-120328,-115533,64827,232990,39718
1016482,-114966,-106392,39988,318535,165458,-115485,226214,-120311,-115538,64832,232958,39753
1016483,-114970,-106364,40020,318585,165463,-115486,226294,-120276,-115537,64851,232971,39787
1016484,-114952,-106353,40038,318650,165491,-115472,226329,-120240,-115523,64848,232995,39802
1016485,-114910,-106338,40091,318726,165558,-115462,226376,-120235,-115515,64776,232993,39855
1016486,-114814,-106312,40138,318802,165605,-115466,226447,-120227,-115520,64789,232943,39905
1016487,-114769,-106292,40145,318817,165612,-115419,226528,-120192,-115473,64860,232810,39908
1016488,-114703,-106264,40150,318837,165531,-115391,226571,-120167,-115445,64951,232746,39918
1016489,-114687,-106248,40176,318837,165523,-115389,226529,-120174,-115442,64951,232788,39940
1016490,-114710,-106257,40166,318780,165570,-115408,226516,-120197,-115462,64944,232855,39929
1016491,-114717,-106257,40168,318757,165560,-115456,226478,-120202,-115511,64976,232745,39932
1016492,-114700,-106273,40192,318703,165506,-115547,226449,-120189,-115599,64895,232664,39957
1016493,-114716,-106300,40158,318666,165462,-115607,226368,-120176,-115661,64830,232606,39922
1016494,-114760,-106325,40131,318732,165400,-115628,226333,-120192,-115680,64823,232501,39897
1016495,-114803,-106332,40116,318791,165346,-115612,226299,-120224,-115665,64797,232400,39880
1016496,-114855,-106351,40071,318724,165269,-115558,226254,-120242,-115611,64809,232386,39835
1016497,-114918,-106388,40011,318625,165228,-115490,226255,-120277,-115544,64806,232553,39777
1016498,-114966,-106396,39968,318630,165209,-115481,226238,-120340,-115537,64713,232682,39734
1016499,-114979,-106408,39919,318620,165233,-115494,226205,-120338,-115547,64752,232727,39682
1016500,-114970,-106410,39908,318571,165230,-115484,226226,-120315,-115538,64837,232756,39673
1016501,-114992,-106415,39927,318607,165155,-115495,226261,-120298,-115550,64902,232865,39692
1016502,-115010,-106415,39941,318629,165219,-115478,226302,-120268,-115531,64868,232936,39706
