timestamp,ch0,ch1,ch2,ch3,ch4,ch5,ch8,ch9,cha,chb,chc,chd
49407.0,0.00018954279298100387,-0.9369761868686899,-2.62675495466649,-2.5117453946763746,-2.6264855416399886,-2.6271262916477074,-2.6270821842053156,-2.627192452811295,-2.62710006560088,-2.627254441649251,-2.626673892339932,-2.6267960818762877
49408.0,0.00019133093253742843,-0.9366286917482247,-2.626763895364272,-2.511824668863376,-2.626490906058658,-2.6271286758337826,-2.6270917209496165,-2.627198413276483,-2.6271036418799927,-2.6272633823470333,-2.626676276526007,-2.626808002806664
49409.0,0.00019252302557504482,-0.9362758322090903,-2.626760319085159,-2.5118413581659027,-2.626496866523846,-2.6271286758337826,-2.6270917209496165,-2.6271978172299644,-2.627105430019549,-2.627264574440071,-2.626676872572526,-2.6268056186205886
49410.0,0.00018656256038696294,-0.9358860177857897,-2.626763299317753,-2.5117859258396535,-2.6264986546634024,-2.627128079787264,-2.6270911249030977,-2.6272031816486336,-2.627109006298662,-2.6272663625796273,-2.6266810448981577,-2.626806810713626
49411.0,0.000193119072093853,-0.9355724973168966,-2.6267597230386404,-2.5115677728137697,-2.626493290244733,-2.627123907461632,-2.6270893367635413,-2.627201393509077,-2.6271018537404363,-2.6272633823470333,-2.6266810448981577,-2.6268026383879945
49412.0,0.00019252302557504482,-0.9352071208008672,-2.626760915131678,-2.5113919390907213,-2.6264944823377707,-2.627128079787264,-2.6270887407170225,-2.627193048857814,-2.627106026066068,-2.6272621902539957,-2.626676872572526,-2.62680502257407
49413.0,0.00019609930468789395,-0.9348196905636419,-2.626757934899084,-2.511157096762311,-2.626493886291252,-2.6271286758337826,-2.6270893367635413,-2.6271966251369268,-2.6271018537404363,-2.6272592100214016,-2.6266756804794884,-2.626800850248438
49414.0,0.00020086767683835945,-0.934446565442868,-2.6267597230386404,-2.5110927237382796,-2.6264956744308083,-2.627130463973339,-2.6270917209496165,-2.6271966251369268,-2.627102449786955,-2.6272627863005145,-2.62667985280512,-2.626801446294957
49415.0,0.0001883506999433875,-0.9340883414850643,-2.626760319085159,-2.5110426558306997,-2.6264956744308083,-2.627130463973339,-2.627086952577466,-2.627198413276483,-2.6271066221125867,-2.6272657665331085,-2.62667985280512,-2.6268026383879945
49416.0,0.0001841783743117302,-0.9337253491551101,-2.6267537625734523,-2.5110939158313172,-2.626490906058658,-2.627124503508151,-2.627087548623985,-2.6271912607182575,-2.627098873507842,-2.627258017928364,-2.626670912107338,-2.62679488978325
49417.0,0.00018477442083053838,-0.9333486477552232,-2.6267561467595275,-2.511154116529717,-2.6264944823377707,-2.627131060019858,-2.627090528856579,-2.6271972211834456,-2.627105430019549,-2.6272657665331085,-2.6266786607120824,-2.626800850248438
49418.0,0.00018596651386815476,-0.9329755226344493,-2.626763299317753,-2.5110736502496778,-2.626500442802959,-2.627136424438527,-2.627095893275248,-2.6272037776951525,-2.627111986531256,-2.627267554672665,-2.626683429084233,-2.626806810713626
49419.0,0.00019729139772551031,-0.9325839200715923,-2.6267621072247156,-2.5111737860648375,-2.626496270477327,-2.6271346362989707,-2.6270947011822106,-2.6272037776951525,-2.6271072181591055,-2.6272681507191837,-2.626680448851639,-2.6268026383879945
49420.0,0.0001877546534245793,-0.9322107949508184,-2.6267495902478206,-2.5112333907167184,-2.6264885218725826,-2.627121523275557,-2.627083972344872,-2.62719006862522,-2.627098873507842,-2.627258613974883,-2.626673892339932,-2.6267936976902124
49421.0,0.0001883506999433875,-0.931863895876872,-2.6267597230386404,-2.5112137211815977,-2.626490310012139,-2.6271292718803014,-2.62708993281006,-2.627196029090408,-2.627105430019549,-2.627261594207477,-2.626676872572526,-2.626804426527551
49422.0,0.0001877546534245793,-0.9315307058728582,-2.626760915131678,-2.511253656298358,-2.6264944823377707,-2.627130463973339,-2.6270881446705037,-2.627195433043889,-2.6271048339730303,-2.627263978393552,-2.6266780646655636,-2.626804426527551
49423.0,0.00018715860690577112,-0.9312064565666266,-2.6267585309456027,-2.5113448514157355,-2.6264950783842895,-2.627126887694226,-2.6270887407170225,-2.627195433043889,-2.6271036418799927,-2.6272633823470333,-2.6266780646655636,-2.626800850248438
49424.0,0.00019133093253742843,-0.9308500207483793,-2.6267662795503472,-2.5112548483913955,-2.6265010388494776,-2.6271376165315647,-2.627098873507842,-2.6272061618812277,-2.6271137746708124,-2.6272723230448154,-2.6266846211772705,-2.626810983039258
49425.0,0.00019133093253742843,-0.9304959691162072,-2.6267597230386404,-2.5111177576920696,-2.6264956744308083,-2.627128079787264,-2.627087548623985,-2.6271978172299644,-2.627105430019549,-2.6272633823470333,-2.62667985280512,-2.626803830481032
49426.0,0.00019133093253742843,-0.9300936377160117,-2.626757934899084,-2.5112012042047027,-2.6264885218725826,-2.627126887694226,-2.627084568391391,-2.627192452811295,-2.6271012576939174,-2.627257421881845,-2.626674488386451,-2.6268020423414757
49427.0,0.00019669535120670213,-0.9297431623629525,-2.6267531665269335,-2.5111827267626197,-2.626487925826064,-2.6271203311825193,-2.627084568391391,-2.62719006862522,-2.62710006560088,-2.627258017928364,-2.6266721042003756,-2.626798466062363
49428.0,0.00018596651386815476,-0.9294284498010218,-2.626760915131678,-2.5112703456008845,-2.6264920981516955,-2.6271316560663767,-2.6270887407170225,-2.627196029090408,-2.6271066221125867,-2.6272621902539957,-2.6266792567586013,-2.6268020423414757
49429.0,0.0001883506999433875,-0.9290982400296021,-2.6267621072247156,-2.5114169730445113,-2.626493886291252,-2.627130463973339,-2.627090528856579,-2.6271978172299644,-2.627106026066068,-2.627261594207477,-2.62667985280512,-2.626808002806664
49430.0,0.00018656256038696294,-0.9287340556066103,-2.6267537625734523,-2.5114694251381664,-2.626487925826064,-2.627123907461632,-2.627083376298353,-2.627193048857814,-2.627102449786955,-2.627261594207477,-2.6266727002468944,-2.6268002542019193
49431.0,0.0001943111651314694,-0.9283984814165213,-2.6267531665269335,-2.5115093602549265,-2.626484349546951,-2.6271197351360005,-2.627086952577466,-2.62719006862522,-2.6270976814148046,-2.6272592100214016,-2.6266727002468944,-2.6267996581554005
49432.0,0.00020682814202644133,-0.9280903253662974,-2.6267597230386404,-2.511545719092574,-2.626496270477327,-2.627131060019858,-2.62708993281006,-2.6271966251369268,-2.627105430019549,-2.627263978393552,-2.6266786607120824,-2.6268032344345134
49433.0,0.00019609930468789395,-0.9278054151303071,-2.6267567428060463,-2.5115475072321303,-2.6264885218725826,-2.6271256956011886,-2.627083972344872,-2.627192452811295,-2.6271012576939174,-2.627258613974883,-2.6266721042003756,-2.626797870015844
49434.0,0.00019252302557504482,-0.92748891442882,-2.626757934899084,-2.5116059197909735,-2.626487329779545,-2.6271250995546698,-2.6270863565309472,-2.627192452811295,-2.627098873507842,-2.6272556337422888,-2.626674488386451,-2.6267990621088817
49435.0,0.00019192697905623664,-0.9271587046574002,-2.6267621072247156,-2.5115880383954092,-2.6264956744308083,-2.6271352323454895,-2.6270952972287294,-2.62720496978819,-2.6271107944382184,-2.6272681507191837,-2.6266840251307517,-2.626806810713626
49436.0,0.00019609930468789395,-0.9268213423277548,-2.6267627032712344,-2.511629165605207,-2.6264956744308083,-2.6271256956011886,-2.62708993281006,-2.627198413276483,-2.6271012576939174,-2.6272627863005145,-2.6266786607120824,-2.62680502257407
49437.0,0.00019073488601862025,-0.9264118583693336,-2.6267561467595275,-2.5116625442102603,-2.626490906058658,-2.6271262916477074,-2.627087548623985,-2.6271948369973703,-2.6271018537404363,-2.6272598060679204,-2.6266786607120824,-2.6267990621088817
49438.0,0.00019490721165027757,-0.9260613830162744,-2.6267531665269335,-2.511682213745381,-2.6264920981516955,-2.6271221193220757,-2.6270851644379096,-2.6271912607182575,-2.6270982774613234,-2.627258017928364,-2.626674488386451,-2.626797870015844
49439.0,0.000193119072093853,-0.9257120997562527,-2.6267561467595275,-2.5114622725799407,-2.6264926941982143,-2.627128079787264,-2.6270887407170225,-2.6271942409508515,-2.6271072181591055,-2.6272621902539957,-2.6266750844329696,-2.6267996581554005
49440.0,0.0001877546534245793,-0.9253705651009756,-2.626754358619971,-2.5112333907167184,-2.6264956744308083,-2.6271250995546698,-2.627084568391391,-2.6271942409508515,-2.6271036418799927,-2.6272621902539957,-2.626677468619045,-2.626801446294957
49441.0,0.00020205976987597583,-0.9250486999808192,-2.6267537625734523,-2.5109526528063597,-2.6264891179191014,-2.6271256956011886,-2.627087548623985,-2.6271948369973703,-2.627102449786955,-2.6272598060679204,-2.626676872572526,-2.6267966779228065
49442.0,0.00020205976987597583,-0.9247590213726784,-2.6267591269921216,-2.510690392338084,-2.6264926941982143,-2.6271292718803014,-2.6270911249030977,-2.627195433043889,-2.6271042379265115,-2.627264574440071,-2.6266756804794884,-2.6268026383879945
49443.0,0.00019073488601862025,-0.9244878202066207,-2.6267561467595275,-2.510373295590078,-2.6264944823377707,-2.6271262916477074,-2.6270851644379096,-2.6271942409508515,-2.627103045833474,-2.627261594207477,-2.6266786607120824,-2.6268002542019193
49444.0,0.000183582327792922,-0.9242017178775928,-2.626751974433896,-2.5101980579135486,-2.626487925826064,-2.6271203311825193,-2.6270851644379096,-2.627192452811295,-2.627097085368286,-2.6272568258353264,-2.6266750844329696,-2.626795485829769
49445.0,0.000193119072093853,-0.9238929657808501,-2.6267495902478206,-2.510085405121494,-2.626484349546951,-2.6271197351360005,-2.627080992112278,-2.627189472578701,-2.627095893275248,-2.6272562297888076,-2.626667335828225,-2.626791909550656
49446.0,0.00019669535120670213,-0.9235556034512047,-2.626751974433896,-2.510006726981011,-2.6264897139656203,-2.627124503508151,-2.6270827802518344,-2.6271936449043327,-2.6271012576939174,-2.6272598060679204,-2.6266727002468944,-2.6267931016436936
49447.0,0.0001937151186126612,-0.9232259897263038,-2.6267650874573096,-2.509910167444964,-2.6264944823377707,-2.6271316560663767,-2.6270941051356917,-2.6271978172299644,-2.627109006298662,-2.6272657665331085,-2.626683429084233,-2.6268097909462202
49448.0,0.00019192697905623664,-0.9229041246061473,-2.6267597230386404,-2.5098720204677605,-2.6264885218725826,-2.627124503508151,-2.6270881446705037,-2.6271942409508515,-2.627102449786955,-2.6272598060679204,-2.626673892339932,-2.626800850248438
49449.0,0.00019550325816908577,-0.9226114657654125,-2.626763299317753,-2.5098469865139705,-2.626496270477327,-2.627130463973339,-2.6270941051356917,-2.627201989555596,-2.627108410252143,-2.6272687467657025,-2.6266816409446765,-2.6268091948997014
49450.0,0.00019133093253742843,-0.9223092701803768,-2.6267585309456027,-2.509920300235784,-2.6264986546634024,-2.6271316560663767,-2.6270947011822106,-2.6272007974625584,-2.6271096023451808,-2.627266958626146,-2.62667985280512,-2.6268056186205886
49451.0,0.0001996755838007431,-0.9219736959902878,-2.6267507823408582,-2.5098195683741054,-2.6264897139656203,-2.6271233114151133,-2.627083376298353,-2.62719006862522,-2.627098873507842,-2.6272562297888076,-2.626670912107338,-2.626795485829769
49452.0,0.00019013883949981208,-0.9216464664514621,-2.6267442258291513,-2.5097563874431117,-2.626484349546951,-2.6271161588568877,-2.627074435600571,-2.627185896299588,-2.6270976814148046,-2.6272532495562135,-2.6266661437351875,-2.626788929318062
49453.0,0.0002086162815828659,-0.9213162566800424,-2.626751378387377,-2.5095859181387326,-2.6264855416399886,-2.627124503508151,-2.6270857604844284,-2.627186492346107,-2.627099469554361,-2.6272562297888076,-2.6266697200143003,-2.6267942937367312
49454.0,0.00019609930468789395,-0.9209478999314189,-2.6267567428060463,-2.509410084415684,-2.626490310012139,-2.627127483740745,-2.62708993281006,-2.6271936449043327,-2.6271042379265115,-2.6272621902539957,-2.6266750844329696,-2.626801446294957
49455.0,0.000193119072093853,-0.9206385517881575,-2.6267591269921216,-2.5092098127853646,-2.626496270477327,-2.627123907461632,-2.6270923169961353,-2.6271978172299644,-2.627102449786955,-2.6272627863005145,-2.6266786607120824,-2.6268032344345134
49456.0,0.0001996755838007431,-0.9203679466686185,-2.626763299317753,-2.509093583714197,-2.6264920981516955,-2.6271316560663767,-2.62708993281006,-2.6272002014160396,-2.6271078142056243,-2.6272621902539957,-2.6266816409446765,-2.626806810713626
49457.0,0.00018537046734934656,-0.9200591945718759,-2.6267650874573096,-2.508954108828796,-2.62649984675644,-2.6271352323454895,-2.6270952972287294,-2.6272002014160396,-2.6271131786242936,-2.627266958626146,-2.6266846211772705,-2.6268085988531826
49458.0,0.00019550325816908577,-0.9197617673589906,-2.6267650874573096,-2.5087317834772804,-2.62649984675644,-2.627131060019858,-2.627095893275248,-2.627199605369521,-2.6271107944382184,-2.6272687467657025,-2.626682833037714,-2.6268091948997014
49459.0,0.00019252302557504482,-0.9194899701464141,-2.6267662795503472,-2.5084868083580503,-2.626496270477327,-2.627131060019858,-2.627095893275248,-2.627201989555596,-2.627109006298662,-2.6272657665331085,-2.626683429084233,-2.626808002806664
49460.0,0.00020027163031955127,-0.9191955231661229,-2.6267561467595275,-2.508298457658107,-2.6264915021051767,-2.627126887694226,-2.6270893367635413,-2.627195433043889,-2.627102449786955,-2.6272633823470333,-2.626676276526007,-2.626800850248438
49461.0,0.00019669535120670213,-0.9188772343250793,-2.626757338852565,-2.5081250081211337,-2.6264926941982143,-2.6271262916477074,-2.6270881446705037,-2.627193048857814,-2.6271006616473986,-2.627263978393552,-2.626676276526007,-2.6267972739693253
49462.0,0.00019073488601862025,-0.9185154340881627,-2.626760915131678,-2.5078800330019035,-2.626496866523846,-2.6271298679268202,-2.6270911249030977,-2.627198413276483,-2.6271066221125867,-2.627263978393552,-2.6266810448981577,-2.6268062146671074
49463.0,0.00019788744424431852,-0.9181435010604264,-2.6267627032712344,-2.507602275324139,-2.6264944823377707,-2.6271328481594143,-2.6270917209496165,-2.6271978172299644,-2.627108410252143,-2.6272657665331085,-2.626685813270308,-2.6268056186205886
49464.0,0.00018596651386815476,-0.9177769324513593,-2.6267561467595275,-2.507449687415324,-2.6264920981516955,-2.6271227153685945,-2.6270887407170225,-2.6271948369973703,-2.6270976814148046,-2.6272604021144392,-2.6266786607120824,-2.626800850248438
49465.0,0.0001889467464621957,-0.9173883101210963,-2.6267567428060463,-2.5072303422964026,-2.626487925826064,-2.6271227153685945,-2.627084568391391,-2.6271906646717387,-2.627098873507842,-2.6272598060679204,-2.6266756804794884,-2.6267996581554005
49466.0,0.0001937151186126612,-0.9169931312791265,-2.6267537625734523,-2.5069758304328715,-2.6264891179191014,-2.6271227153685945,-2.627083972344872,-2.6271906646717387,-2.6270982774613234,-2.6272568258353264,-2.6266715081538567,-2.6267936976902124
49467.0,0.00018596651386815476,-0.9166128536001269,-2.6267460139687078,-2.5067731746164768,-2.626481369314357,-2.62711496676385,-2.6270762237401275,-2.627186492346107,-2.62708993281006,-2.627249077230582,-2.626664355595631,-2.6267877372250243
49468.0,0.000193119072093853,-0.9162725110378874,-2.626747802108264,-2.5065472729858485,-2.626483753500432,-2.6271191390894817,-2.6270792039727215,-2.627182916066994,-2.6270941051356917,-2.6272526535096947,-2.626667335828225,-2.626791909550656
49469.0,0.0001877546534245793,-0.9159262080104599,-2.626748398154783,-2.5063237555412954,-2.62648494559347,-2.6271191390894817,-2.627077415833165,-2.627184108160032,-2.6270947011822106,-2.6272508653701383,-2.6266691239677815,-2.626791909550656
49470.0,0.00019192697905623664,-0.9155262607963396,-2.6267525704804147,-2.5060895092594038,-2.626487329779545,-2.627121523275557,-2.6270827802518344,-2.6271906646717387,-2.6271042379265115,-2.6272562297888076,-2.6266715081538567,-2.6267972739693253
49471.0,0.000193119072093853,-0.9151137966053243,-2.626751378387377,-2.505933345071476,-2.626487925826064,-2.6271233114151133,-2.627087548623985,-2.6271918567647763,-2.6271006616473986,-2.6272562297888076,-2.626673296293413,-2.6267972739693253
49472.0,0.00018477442083053838,-0.9146768945070379,-2.6267525704804147,-2.5056436664633353,-2.6264891179191014,-2.627121523275557,-2.627083972344872,-2.6271936449043327,-2.6270982774613234,-2.6272562297888076,-2.6266756804794884,-2.6267990621088817
49473.0,0.0001889467464621957,-0.9142835038046245,-2.6267537625734523,-2.505432665995677,-2.626487925826064,-2.627120927229038,-2.6270827802518344,-2.6271876844391446,-2.627095893275248,-2.6272532495562135,-2.6266715081538567,-2.626797870015844
49474.0,0.00019133093253742843,-0.9139056103117001,-2.626754358619971,-2.5052580243656664,-2.6264861376865074,-2.6271197351360005,-2.627084568391391,-2.6271912607182575,-2.627095893275248,-2.6272592100214016,-2.626670912107338,-2.626798466062363
49475.0,0.00018715860690577112,-0.9135414258887083,-2.626748994201302,-2.5051090127359643,-2.6264795811748005,-2.6271173509499253,-2.6270756276936087,-2.627184108160032,-2.627092913042654,-2.6272526535096947,-2.626667931874744,-2.6267901214110996
49476.0,0.0001883506999433875,-0.9131408826280693,-2.62674482187567,-2.5048688059888846,-2.6264789851282817,-2.627111986531256,-2.6270738395540523,-2.6271811279274377,-2.6270887407170225,-2.6272496732771007,-2.626667335828225,-2.6267871411785055
49477.0,0.00019729139772551031,-0.9127522602978063,-2.6267472060617454,-2.5046411162187,-2.6264855416399886,-2.6271173509499253,-2.627080396065759,-2.6271847042065506,-2.627093509089173,-2.627252057463176,-2.626667335828225,-2.626791313504137
49478.0,0.00019252302557504482,-0.9123451605254603,-2.6267561467595275,-2.504485548077291,-2.6264885218725826,-2.6271233114151133,-2.627080992112278,-2.627189472578701,-2.62710006560088,-2.627257421881845,-2.626673892339932,-2.626795485829769
49479.0,0.00019013883949981208,-0.9119148149388808,-2.626754358619971,-2.5042918329586783,-2.626487329779545,-2.6271262916477074,-2.627087548623985,-2.6271918567647763,-2.627103045833474,-2.627257421881845,-2.626673296293413,-2.626797870015844
49480.0,0.00019788744424431852,-0.9115065230734972,-2.6267507823408582,-2.5040861969096895,-2.6264855416399886,-2.6271221193220757,-2.6270815881587968,-2.627189472578701,-2.62710006560088,-2.6272556337422888,-2.626670316060819,-2.6267966779228065
49481.0,0.00019788744424431852,-0.9111226691153848,-2.626751974433896,-2.5038716201629185,-2.626490310012139,-2.627128079787264,-2.6270863565309472,-2.6271918567647763,-2.627105430019549,-2.6272604021144392,-2.6266750844329696,-2.6267990621088817
49482.0,0.00020086767683835945,-0.9107650412040998,-2.626760319085159,-2.503674924811712,-2.6264915021051767,-2.627126887694226,-2.6270911249030977,-2.627196029090408,-2.6271042379265115,-2.6272604021144392,-2.626677468619045,-2.62680502257407
49483.0,0.00019609930468789395,-0.9104002607345892,-2.626751378387377,-2.5033989552735036,-2.6264915021051767,-2.627124503508151,-2.6270857604844284,-2.6271948369973703,-2.627103045833474,-2.6272621902539957,-2.626676276526007,-2.6267966779228065
49484.0,0.00018954279298100387,-0.9100187909625519,-2.6267621072247156,-2.5030604008508206,-2.626499250709921,-2.627134040252452,-2.6270893367635413,-2.627201989555596,-2.6271078142056243,-2.6272621902539957,-2.6266822369911953,-2.62680502257407
49485.0,0.00019252302557504482,-0.9096254002601385,-2.626751378387377,-2.502881586895178,-2.6264861376865074,-2.627120927229038,-2.6270827802518344,-2.6271888765321822,-2.6270947011822106,-2.627254441649251,-2.6266697200143003,-2.626795485829769
49486.0,0.00019550325816908577,-0.9092481028137329,-2.6267507823408582,-2.502857148987907,-2.626486733733026,-2.627124503508151,-2.6270792039727215,-2.6271912607182575,-2.6270982774613234,-2.627258613974883,-2.626673296293413,-2.6267942937367312
49487.0,0.00019729139772551031,-0.9088851104837787,-2.626757934899084,-2.50300079619894,-2.626493886291252,-2.6271316560663767,-2.62708993281006,-2.6271978172299644,-2.6271072181591055,-2.6272621902539957,-2.6266792567586013,-2.626801446294957
49488.0,0.0001984834907631267,-0.908526886525975,-2.626757934899084,-2.5030019882919774,-2.626490906058658,-2.627126887694226,-2.6270851644379096,-2.6271978172299644,-2.6271018537404363,-2.6272627863005145,-2.6266780646655636,-2.626804426527551
49489.0,0.00019013883949981208,-0.9081686625681713,-2.6267627032712344,-2.50286072526702,-2.6264950783842895,-2.6271346362989707,-2.6270923169961353,-2.627199009323002,-2.627109006298662,-2.627267554672665,-2.626680448851639,-2.6268062146671074
49490.0,0.0001937151186126612,-0.9078098425638488,-2.6267585309456027,-2.502599656891782,-2.6264950783842895,-2.627127483740745,-2.6270923169961353,-2.6271972211834456,-2.6271048339730303,-2.627266958626146,-2.626680448851639,-2.6268026383879945
49491.0,0.0001883506999433875,-0.9074522146525639,-2.6267460139687078,-2.5024083259592445,-2.62648494559347,-2.6271167549034065,-2.627080992112278,-2.6271888765321822,-2.627095893275248,-2.6272568258353264,-2.6266697200143003,-2.626791909550656
49492.0,0.00019013883949981208,-0.9070516713919248,-2.6267507823408582,-2.502180040142541,-2.626483753500432,-2.6271167549034065,-2.6270792039727215,-2.6271876844391446,-2.6270947011822106,-2.627252057463176,-2.6266685279212627,-2.62679488978325
49493.0,0.00018537046734934656,-0.9066839106898201,-2.6267597230386404,-2.501913011302115,-2.626493290244733,-2.6271298679268202,-2.627086952577466,-2.6271948369973703,-2.6271042379265115,-2.6272633823470333,-2.62667985280512,-2.6268032344345134
49494.0,0.0001883506999433875,-0.9063370116158738,-2.6267555507130087,-2.5019356610698296,-2.6264915021051767,-2.627124503508151,-2.6270827802518344,-2.6271948369973703,-2.62710006560088,-2.627258613974883,-2.6266786607120824,-2.626798466062363
49495.0,0.00019729139772551031,-0.9060187227748302,-2.626757934899084,-2.5018200280451808,-2.6264885218725826,-2.6271262916477074,-2.6270881446705037,-2.6271912607182575,-2.627103045833474,-2.6272592100214016,-2.626676872572526,-2.6268026383879945
49496.0,0.00019192697905623664,-0.9057725555625624,-2.6267525704804147,-2.5016149880427108,-2.626490906058658,-2.6271221193220757,-2.6270863565309472,-2.6271906646717387,-2.627099469554361,-2.6272592100214016,-2.626673296293413,-2.6267972739693253
49497.0,0.00019133093253742843,-0.9055120832338432,-2.6267472060617454,-2.5014701487386404,-2.6264891179191014,-2.6271227153685945,-2.627080396065759,-2.6271912607182575,-2.627098873507842,-2.6272562297888076,-2.6266685279212627,-2.6267942937367312
49498.0,0.00018715860690577112,-0.9052742606728388,-2.626745417922189,-2.5013080240855246,-2.626484349546951,-2.627118543042963,-2.627072051414496,-2.627187088392626,-2.62708993281006,-2.6272496732771007,-2.62666495164215,-2.6267895253645808
49499.0,0.00019192697905623664,-0.9050555116004362,-2.626747802108264,-2.5011524559441156,-2.62648494559347,-2.6271167549034065,-2.627077415833165,-2.627184108160032,-2.627092913042654,-2.6272526535096947,-2.62666495164215,-2.6267895253645808
49500.0,0.00020086767683835945,-0.9048570281096731,-2.6267400535035197,-2.5009539724533525,-2.6264771969887253,-2.6271078142056243,-2.627071455367977,-2.627177551648325,-2.6270851644379096,-2.627245500951469,-2.626658395130443,-2.6267811807133175
49501.0,0.0001943111651314694,-0.9046686774097297,-2.6267472060617454,-2.50073522338095,-2.626478389081763,-2.6271167549034065,-2.627077415833165,-2.627184108160032,-2.627092913042654,-2.6272502693236195,-2.6266667397817063,-2.6267895253645808
49502.0,0.00019192697905623664,-0.9045476799664116,-2.6267501862943394,-2.5004723668661555,-2.626483753500432,-2.6271161588568877,-2.6270786079262027,-2.6271888765321822,-2.627093509089173,-2.6272526535096947,-2.6266685279212627,-2.62679488978325
49503.0,0.0001943111651314694,-0.9043819790341829,-2.626757338852565,-2.5002178550026244,-2.6264891179191014,-2.6271203311825193,-2.627083972344872,-2.6271936449043327,-2.627097085368286,-2.627257421881845,-2.626673892339932,-2.626800850248438
49504.0,0.00019133093253742843,-0.9041560774035546,-2.626748994201302,-2.4999907612789585,-2.6264885218725826,-2.627123907461632,-2.6270815881587968,-2.6271918567647763,-2.6271012576939174,-2.6272556337422888,-2.626670316060819,-2.6267936976902124
49505.0,0.00018954279298100387,-0.9039212350751442,-2.626745417922189,-2.4997600912761797,-2.6264771969887253,-2.6271131786242936,-2.627074435600571,-2.627184108160032,-2.6270917209496165,-2.6272478851375443,-2.62666495164215,-2.626788333271543
49506.0,0.00018596651386815476,-0.9036756639093952,-2.6267472060617454,-2.4993816017367365,-2.6264831574539134,-2.627115562810369,-2.627080396065759,-2.6271918567647763,-2.627093509089173,-2.6272502693236195,-2.6266667397817063,-2.626792505597175
49507.0,0.00019550325816908577,-0.9034718159999628,-2.6267561467595275,-2.4989655612666084,-2.6264897139656203,-2.627127483740745,-2.6270857604844284,-2.627193048857814,-2.6271036418799927,-2.627261594207477,-2.626676872572526,-2.6268002542019193
49508.0,0.00019490721165027757,-0.9032423380902217,-2.626754358619971,-2.4986705182397984,-2.626487925826064,-2.6271233114151133,-2.6270815881587968,-2.627187088392626,-2.627098873507842,-2.6272526535096947,-2.626670316060819,-2.6267966779228065
49509.0,0.00019073488601862025,-0.9029830578545401,-2.626748398154783,-2.498298585212062,-2.626483753500432,-2.627115562810369,-2.6270798000192404,-2.627187088392626,-2.627093509089173,-2.6272532495562135,-2.6266685279212627,-2.626792505597175
